bench,No JIT (ms),No JIT RSD,YJIT 3.3 (ms),YJIT 3.3 RSD,YJIT 3.4dev (ms),YJIT 3.4dev RSD,YJIT 3.3 spd,YJIT 3.3 spd RSD,YJIT 3.4dev spd,YJIT 3.4dev spd RSD,% in YJIT
activerecord,1496.1931431158023,0.043555881826310774,991.0828132359754,0.04633533149338755,903.9115700060906,0.11231075100862044,1.509655018868298,0.06359306397925533,1.655242827686917,0.12046086349428134,99.81006269267156
chunky-png,2553.3737499266863,0.6254274444970463,1377.76435756435,0.15142123438202337,1252.3194708462272,0.0789566817533186,1.8532731928416346,0.6434966033724512,2.0389156356415192,0.6303916607344999,99.98854269679362
erubi-rails,4647.303259000182,0.05342140070536801,3308.4757555276155,0.051236378315070275,3087.307908758521,0.11656624981243761,1.4046659556854024,0.07402035204029023,1.505293089107193,0.1282245555603883,99.84185342620735
hexapdf,8777.010533586144,0.7786093361662223,6473.72569963336,0.2735330553742012,5227.592131122947,2.17743804806203,1.3557896860046497,0.8252592506282805,1.6789776848372335,2.3124595026753196,98.47551566399054
liquid-c,240.27957362325296,0.5154191968862775,201.9227626261072,0.3378640050317209,182.12085178533158,0.6098584179076576,1.1899578358491938,0.6162864872889637,1.3193413673821046,0.7984887215306966,99.6690105824763
liquid-compile,221.10398444864484,0.10184791254464719,187.0340147614479,0.34849573887711655,166.02197440669818,3.495484601348657,1.1821592170314656,0.36307337730162687,1.3317754185178776,3.496968057554327,99.89342696744372
liquid-render,571.607667952776,0.07862717314961928,315.85166471845963,0.19087642245794706,281.6350119731699,0.1376679291895084,1.8097345425178915,0.2064365302165411,2.0296044300316978,0.15853924146667195,99.86349366461054
lobsters,3192.4000911414623,0.4159969328058021,2345.9812846034765,1.316860198151035,2230.705725029111,0.8448097973449905,1.360795208424286,1.3810047898462259,1.4311166440834777,0.9416777802379745,99.0333490668396
mail,478.1188542166582,0.18908439935802324,365.4481025146587,0.20183511381934974,337.0152858429049,0.23560928523574778,1.3083084873794908,0.2765688399857335,1.4186859596615649,0.3021003895559957,99.760181464028
psych-load,8121.553583443165,0.026341777548903107,5551.30014680326,0.012208541803655992,4645.913964882493,0.030028670906114965,1.4630002645632476,0.02903339004331929,1.748106754630481,0.03994509132326088,99.99221221882509
railsbench,9617.821562290192,0.04091722518593069,6255.935129523277,0.5134483774340454,5869.356793165207,0.03131149102687932,1.5373915111269865,0.5150761648596933,1.6386500090589187,0.05152308984564595,99.80818703752692
rubocop,531.7933972586285,0.3721445158419043,399.02350868818894,4.302973292429189,358.2415264720718,4.035500903840524,1.3327370084207009,4.3190358525983665,1.4844549220624388,4.05262372859471,99.63158912053211
ruby-lsp,393.23250582498133,0.2157733114485841,331.48804856464267,1.0357760121295663,310.277899943812,0.6786930592113208,1.1862645049427718,1.0580123199833333,1.2673558313247304,0.7121673894212717,97.52628893780617
sequel,238.78053350952166,0.13037955855903394,213.19213432778838,0.3345487745867631,197.22079089679917,0.19413637992868762,1.120025062192916,0.3590566972882603,1.2107269848363487,0.23385414963575973,96.76005853580142
binarytrees,986.3978973811581,1.008639121525201,500.17235942184925,2.2750448280894107,461.4792914553122,2.278230853996666,1.9721159692257655,2.488610424973645,2.137469471859664,2.491523369662325,99.98512677660109
blurhash,1009.4709001481533,1.3958930013387263,434.65682952585865,0.3531534900066715,410.09157261578366,0.3489061950976969,2.3224549381849706,1.4398731397905615,2.4615743593783392,1.4388373098317924,99.98164027343432
erubi,644.3266958199642,0.1839782154882825,607.9298618249595,0.4466367555925797,556.7283316261389,0.13530347201194887,1.0598701203552399,0.4830448997976469,1.1573449009465004,0.22837472126472566,99.93835111167397
etanni,2628.277735039592,0.10435781341212289,920.014639587506,0.2219389190728334,2469.366879761219,0.02318127847353072,2.8567781662887404,0.2452497441780055,1.064352873840172,0.10690147282346876,99.91946961519687
fannkuchredux,5649.2078348994255,1.101389372093105,1675.2289287745953,0.3167120532743066,1369.3468872457743,0.273935164864739,3.3722005021915042,1.14602141064156,4.1254760846332506,1.1349445023916878,74.28188436077367
fluentd,5046.040799096227,1.267373139468692,5724.777749180794,0.3393192890045924,4534.183220937848,1.0676571597105073,0.8814387248165759,1.31201076769107,1.1128885960749744,1.6571440750061042,99.97594793113942
graphql,11146.145683526993,0.09715542049171018,9860.573681816459,0.06746175832097516,9185.178173705935,0.01997783669834326,1.1303749703814103,0.1182804487930219,1.2134925934735425,0.09918815297235194,99.44097131903895
graphql-native,1641.9408656656742,0.11068251463108303,1608.437180519104,0.636647911801969,1536.4256396889687,0.8668201333279811,1.020829961873772,0.6461974796042365,1.068675777890602,0.8738579762111226,99.89959954261545
lee,3713.074578344822,0.9775549649025106,2830.7401794940233,1.1200625392879473,2536.2494826316833,1.358520453129141,1.31169741583578,1.486658602814282,1.4640021038040911,1.6736760531762878,99.95567215750935
matmul,3984.4622913748026,5.368514523329415,2183.038468658924,0.3982842015770743,2135.1275466382504,0.06171016939236815,1.825191057591634,5.383268383837531,1.866147199331638,5.3688691856111825,99.64088981422884
nbody,292.00844634925164,1.5547615634295595,127.17599260200441,0.328214272810421,119.42393290984185,1.0299696741195887,2.29609724583073,1.5890274157466264,2.445141767100411,1.8649721308169567,99.55604092803722
nqueens,578.5076195995013,2.09695006289038,609.1643455438316,3.0106988567920205,104.98661502399517,0.3576364903632936,0.9496741295373065,3.66899266455314,5.5102988077792645,2.127229048667619,89.04356436728281
optcarrot,17681.4691696316,0.6081876855611734,8296.063809841871,0.48613171800751104,7967.828147485852,0.36948930324867785,2.131308241464529,0.7785989391986038,2.2191077470980303,0.7116281375012165,99.49148969920908
protoboeuf,420.0659110661476,0.8080975735468043,207.2529437089408,0.09082233161812048,133.3479463148897,0.5223935135737209,2.026827236075712,0.813185332069378,3.1501490849675187,0.9622456398426185,99.9758015407492
rack,239.5621413557694,0.2779231629737374,177.014962839894,0.4666811050260344,157.26802784188018,1.0379957651259994,1.3533440196942441,0.5431689776723696,1.5232730049659493,1.0745587433625188,99.59699286442849
ruby-json,10678.334889560938,0.05758526412386621,9600.604899600148,0.09006859768624036,9055.664078891277,0.028619958106584107,1.1122564672988131,0.10690376482323369,1.179188494243299,0.06430524586873192,99.98278347324961
rubykon,35289.435598254204,0.4912328568812971,20833.768497779965,0.7846720766417048,19764.65603224933,0.9164327050703482,1.6938575276006655,0.9257537402252103,1.7854818996431614,1.0397877776750009,99.94794584667125
