bench,CRuby 3.4.0dev (ms),CRuby 3.4.0dev RSD,YJIT 3.4.0dev (ms),YJIT 3.4.0dev RSD,YJIT 3.4.0dev spd,YJIT 3.4.0dev spd RSD,% in YJIT
activerecord,206.31084969263262,0.27746131647897343,128.42119631120173,0.3818096918993859,1.6065171141427597,0.47197820179596117,99.55242819097295
chunky-png,2455.833045641581,0.16752495128314457,1258.860331773758,0.11305289367641193,1.9508383763123793,0.20210286012580342,99.99235573890228
erubi-rails,4617.440944413344,0.08222040409136795,3045.8814653257527,0.07941230744585154,1.5159621268845127,0.11430883352926965,99.86657920660478
hexapdf,8583.024015525976,0.48424930543028394,5214.81789474686,1.7236561203598006,1.6458914172577483,1.7903876147537194,98.45988451321146
liquid-c,235.4675011725914,0.44954850148549047,177.21354255027163,0.5492694814857605,1.32872182218125,0.7097822331387891,99.75138201934024
liquid-compile,218.88051433568327,0.10063582835630533,173.53244843306365,0.15419960546133415,1.2613232643928933,0.18413334373054452,99.95556050412166
liquid-render,555.6391838084286,0.16828848131738897,285.27827116583165,0.24212173026246642,1.9477094471223737,0.29486258699503354,99.9036287047133
lobsters,3168.970945725838,0.4147832480779071,2229.1418567299843,0.8532142217494845,1.4216102650257199,0.9486936550233891,99.27523706766151
mail,472.67958965917296,0.198964698419252,339.9095856985509,0.20932607684705726,1.3906038827583085,0.2887981261456591,99.89950873595762
psych-load,8159.369697918494,0.060175514713906246,4423.605030526717,0.04160692803872647,1.8445068313314041,0.0731589299532416,99.99647375357112
railsbench,9339.666045208773,0.03994881756241491,5728.375348448753,0.08062118423180031,1.6304214506016892,0.08997601553510245,99.84616881272575
rubocop,526.1615924537182,0.08415771177471458,367.3380449414253,6.968001917046217,1.432363458398703,6.968510115972489,99.66424606550673
ruby-lsp,362.9916400959094,0.1727218511722373,275.3431654638714,0.13829327852874834,1.3183244969395786,0.22126425097289093,97.58255821473836
sequel,232.48471237900782,0.05274267205309297,194.10612025275464,0.131383871154654,1.197719639526454,0.14157510746908453,98.6561270713612
binarytrees,990.6643475352348,1.0310707557200973,485.7285232122602,1.8558497348951222,2.039543284350878,2.1230367735419726,99.99742500871548
blurhash,1074.7706413269043,0.6704468129206607,419.4890320301056,0.6799605006504879,2.562094737317878,0.9549058652036511,99.98769719403522
erubi,662.9585304497919,0.3007748049793287,572.2130686044693,0.03089006916734785,1.1585868391063407,0.30235687470854167,99.98350880088547
etanni,2482.0323634360516,0.1234514968592071,2365.3017918826367,0.13575220569418195,1.0493512379494307,0.18349096279548568,99.97798768160418
fannkuchredux,5745.547769218683,0.9993068425472293,1454.6735008060932,0.11848532713100707,3.949716390677938,1.0063065826610968,90.91518453379581
fluentd,5364.0940472483635,0.617005434442137,4751.016932477553,4.010994147891696,1.12904123969331,4.0581732048487735,99.98394346391724
graphql,11249.461296200752,0.07413295553895778,9008.623167375723,0.15506682157859208,1.2487436855989396,0.17187615963660582,99.6273598803086
graphql-native,1659.4237208366394,0.12505940042596653,1348.010115325451,0.07907997146792758,1.2310172616442152,0.14796450764379435,99.93206811783328
lee,3646.2920244250977,1.0241586825425035,2462.4282135849908,1.357806324073457,1.4807708928564247,1.7007466068527286,99.96403355701652
matmul,3782.0647411048412,0.5639778820150989,2123.7051049868264,0.07707960262021817,1.7808803737505268,0.5692207977071179,99.7606910214745
nbody,303.2203028955451,2.0580508506734128,122.16992140910425,0.08514849556989909,2.481955455141586,2.059811537557593,99.94796925805218
nqueens,585.0076566139857,2.4548674150882865,112.63102293014526,0.5766539488984955,5.194018853729247,2.521686697915202,92.40588120361944
optcarrot,17608.573118348915,0.6694369966685714,7074.581780781348,0.5475199489460825,2.4889913869091136,0.8648259865444362,99.50362166516142
protoboeuf,427.8499739865462,0.9556211915046624,157.224752753973,0.18653988173426803,2.7212634556089936,0.9736575317483173,99.96627726455618
rack,493.32186977068585,0.15392566002137759,409.3052881459395,0.565007737119808,1.20526629891669,0.5855995661014981,98.2909787491887
ruby-json,10111.73397054275,0.12707081670950343,8266.491038352251,0.03619719100423994,1.2232196132106747,0.13212580783411562,99.99084019797358
rubykon,35641.167080650725,0.4248110373357512,19693.684244404238,0.6401445235473828,1.8097765069417016,0.7682769217345935,99.94865673497097
sudoku,4831.019559750955,0.7173738238779525,1444.8611920078595,0.38228566588849006,3.3435873193033174,0.812876087438351,99.80795101059852
tinygql,2450.4529851178327,0.24153504569133,1353.3035802344482,0.11359247824125711,1.8107193544062838,0.26691277490990073,99.98627663003315
30k_ifelse,6821.951108832251,0.061337385854327145,1555.4514569992368,0.05166490054118577,4.385833500707954,0.0801968631018273,99.98546777815791
30k_methods,18148.502676869215,0.06569481740747798,3316.5677494328957,0.0748784220328276,5.4720735555522575,0.09961218359381604,99.98971092890953
cfunc_itself,282.3665751133312,0.34502313397915835,41.356523416951035,0.018096352381534803,6.827618759598056,0.3454973819731735,98.96134597472272
fib,515.1763335701877,1.8901346215591788,113.05001137744901,0.009298991064099127,4.557065738367135,1.8901574957795104,99.99943776300324
getivar,242.49547052639141,0.09015038893589965,40.473025611806975,0.015428423882902415,5.99153304851144,0.09146107854603777,97.87932321196116
keyword_args,680.4070403817499,0.4728672129258551,71.62101734972116,0.012275389244448424,9.500102980377434,0.4730265174822324,99.46068229062756
respond_to,753.4132618768384,0.46210030191257406,34.17246140705676,0.1688639902181284,22.047380576491204,0.4919875366511638,99.4599597287921
ruby-xor,1900.4474175473053,2.42507763550556,358.8978759944439,0.03591470624080701,5.295231720949851,2.4253435641891237,99.9949481395363
setivar,188.9799852114133,0.14510012137920292,29.593273948142823,0.020103975742086947,6.3859100396451085,0.14648622824312815,98.73466457601175
setivar_object,313.71939135911845,6.4191043349733015,126.3606584776303,18.836387966297885,2.4827299504351377,19.900110855976777,95.69375248485987
