bench,CRuby 3.3.0dev mem (MiB),YJIT 3.3.0dev mem (MiB),Inline Code,Outlined Code,YJIT Mem overhead
activerecord,55.2578125,60.7890625,1,1
hexapdf,252.12109375,380.8125,2,2
liquid-c,41.28515625,44.9140625,1,1
liquid-render,37.1328125,41.22265625,1,1
mail,49.109375,52.04296875,1,1
psych-load,36.578125,39.4765625,1,1
railsbench,103.38671875,119.98046875,3,2
ruby-lsp,95.765625,134.74609375,5,5
sequel,41.35546875,46.48046875,1,1
binarytrees,30.3828125,30.78515625,1,1
chunky_png,52.31640625,48.34375,1,1
erubi,121.203125,138.8046875,1,1
erubi_rails,101.6796875,109.25390625,2,2
etanni,156.3046875,157.453125,1,1
fannkuchredux,24.5625,25.19921875,1,1
lee,34.97265625,37.8359375,1,1
nbody,24.48046875,25.0390625,1,1
optcarrot,59.1328125,62.80078125,1,1
ruby-json,25.72265625,26.203125,1,1
rubykon,57.625,61.32421875,1,1
30k_ifelse,66.4453125,102.97265625,6,5
30k_methods,55.59765625,64.65234375,2,2
cfunc_itself,24.4609375,24.875,1,1
fib,24.4609375,24.85546875,1,1
getivar,24.52734375,24.953125,1,1
keyword_args,24.4609375,24.89453125,1,1
respond_to,24.52734375,24.98046875,1,1
setivar,24.52734375,24.94140625,1,1
setivar_object,24.46484375,24.87890625,1,1
setivar_young,24.46484375,24.8828125,1,1
str_concat,107.171875,115.3046875,1,1
throw,24.5234375,24.91015625,1,1
