bench,CRuby 3.3.0dev mem (MiB),YJIT 3.3.0dev mem (MiB),Inline Code,Outlined Code,YJIT Mem overhead
activerecord,41.41015625,47.4921875,2,1
chunky-png,51.44921875,38.50390625,1,1
erubi-rails,84.453125,95.1484375,3,3
hexapdf,133.8046875,256.03125,3,2
liquid-c,27.8984375,32.2578125,1,1
liquid-compile,23.71875,26.80078125,1,1
liquid-render,26.265625,31.00390625,1,1
lobsters,272.6640625,318.109375,12,10
mail,42.8125,48.7578125,2,1
psych-load,25.01953125,27.43359375,1,1
railsbench,83.55859375,101.96875,4,4
ruby-lsp,82.7890625,128.29296875,9,8
sequel,29.140625,33.4609375,1,1
binarytrees,17.56640625,17.8359375,1,1
erubi,21.125,23.16015625,1,1
etanni,14.8359375,15.578125,1,1
fannkuchredux,12.1171875,12.33984375,1,1
fluentd,613.1953125,648.92578125,1,1
graphql,31.921875,36.0390625,1,1
graphql-native,29.7265625,32.49609375,1,1
lee,25.93359375,29.03125,1,1
nbody,11.984375,12.2734375,1,1
optcarrot,52.29296875,56.109375,1,1
rack,21.671875,23.70703125,1,1
ruby-json,12.80859375,13.27734375,1,1
rubykon,38.82421875,42.97265625,1,1
tinygql,19.79296875,22.01953125,1,1
30k_ifelse,54.84375,88.76953125,8,7
30k_methods,43.265625,51.95703125,3,3
cfunc_itself,11.86328125,12.15234375,1,1
fib,11.82421875,12.0859375,1,1
getivar,11.89453125,12.1484375,1,1
keyword_args,11.83203125,12.08984375,1,1
respond_to,11.8671875,12.14453125,1,1
setivar,11.88671875,12.14453125,1,1
setivar_object,11.8203125,12.0859375,1,1
setivar_young,11.82421875,12.0859375,1,1
str_concat,37.88671875,38.7578125,1,1
throw,11.87890625,12.15625,1,1
