bench,CRuby 3.4.0dev (ms),CRuby 3.4.0dev RSD,YJIT 3.3.1 (ms),YJIT 3.3.1 RSD,YJIT 3.4.0dev (ms),YJIT 3.4.0dev RSD,YJIT 3.3.1 spd,YJIT 3.3.1 spd RSD,YJIT 3.4.0dev spd,YJIT 3.4.0dev spd RSD,% in YJIT
activerecord,514.1897295050475,0.3008293750914838,266.1948599716992,0.3345970797096324,236.40305324433706,0.3586237534382915,1.9316290688697524,0.44994835111171005,2.175055366030323,0.46809113369951916,99.93047865659872
chunky-png,1169.314750120975,0.1662629117881306,695.3062925706892,0.1979283238512095,624.6002898796609,0.17760614938979494,1.6817261149726979,0.2584936695913789,1.8721008764601472,0.24328440175510196,99.98841314251007
erubi-rails,1952.970328554511,0.17265625496529655,1100.29929690063,0.20136868426925544,1028.1578344292939,0.3569752966021483,1.7749446301162977,0.2652537075762987,1.8994849459456375,0.39653693997259976,99.84156585930934
hexapdf,3585.406293720007,0.6028471239573284,2387.57029697299,1.4257510221100433,1967.6110381260514,1.9681999708151263,1.5016966404154288,1.5479633819672403,1.8222129395730267,2.058454706808067,98.5168084122812
liquid-c,85.71797556189053,0.5580337442348007,62.50737303907567,0.8700023206514613,58.65589656426521,0.6487809790656571,1.3713258355667108,1.033588746863877,1.4613701363847582,0.8557560508124401,99.75383692051571
liquid-compile,86.36013612966742,0.4156683442732401,63.106314525488884,0.7601257516276295,59.24854813999827,0.9662674194351427,1.368486446705523,0.8663551989330505,1.457590756917912,1.0518806483117307,99.95573127555808
liquid-render,208.84233667278912,0.39442465350213995,87.75121017909014,0.6204824221910497,81.10225403991838,0.6534169366638698,2.3799368264730014,0.7352341419835964,2.575049721429411,0.7632329267068335,99.89627411414963
lobsters,1344.4702205463097,0.8802730514472102,901.4375206421722,1.4349702446023016,871.0725526932789,1.4048322400663407,1.4914735516983217,1.6834548547549981,1.5434652560103372,1.6578402419515568,99.17106706718958
mail,182.43252751387024,0.34867432549980726,134.45226430575147,0.3704079364981293,124.64025877252745,0.3734167729448358,1.3568572344680574,0.5087001323801162,1.4636725670380353,0.5108951669171284,99.88112728545062
psych-load,2853.643859922886,0.06334641039203932,2043.747822381556,0.07364359424847976,1636.375235579908,0.06317706392097494,1.3962798289847558,0.09713983057114825,1.7438811086086838,0.08946568680355403,99.99210078688718
railsbench,3436.6507075726986,0.16528852760571808,2111.6325814276934,0.9809329080181808,1921.092439070344,0.4057311950844762,1.6274851684894673,0.9947611107150655,1.7889043950616788,0.43810740694804906,99.80794125894192
rubocop,212.2442408414312,1.0812549290836366,128.20924358126126,2.198879156342579,111.10456928002591,2.536909535536759,1.6554519386654605,2.450343193486478,1.9103106399386214,2.757720474080902,99.86138772468254
ruby-lsp,156.60984676269535,1.813019099168234,123.88991110091065,1.3653092272107659,112.88771116886083,2.6271955707636856,1.264104924856502,2.2696051506497015,1.3873064228260739,3.192051819909746,97.56718533660633
sequel,92.48123615388832,0.4422919994778635,75.32712082189428,0.5524339223375573,69.74134722507765,0.42886417351923917,1.2277282756174066,0.7076760921151601,1.3260603620893896,0.616073609344262,98.81288884156639
binarytrees,499.7609940543771,0.9874017019396227,288.8699651477819,0.15642707787345278,225.34053735134583,2.041018134011626,1.7300552302095729,0.9997157354394751,2.217803329700777,2.267314963642582,99.99154117446759
blurhash,454.555463910635,0.024838019157424198,222.25680688023567,0.20657228763957572,197.1723724260822,0.3554655362789857,2.0451812940675187,0.20806017691118156,2.305370972198668,0.3563322532100785,99.98825721645501
erubi,321.8353760118286,0.13914540764771463,282.07241133162654,0.14717482076403418,260.58915881264323,0.16335557974980305,1.1409672236022175,0.20253856999686323,1.2350297973954465,0.21458445867500042,99.97504420307067
etanni,874.0078350156546,0.06983599609668344,423.1354393309257,0.17733682315227497,810.3700644070549,0.08544420823955766,2.065551012218834,0.1905922747557131,1.0785292712597463,0.1103529749145934,99.9467087320694
fannkuchredux,2456.607511267066,0.05919073335351298,944.0075844260199,0.09308950625846071,800.5157842999324,0.03223536869491607,2.6023175573962622,0.11031409289102942,3.0687808528540383,0.06739927232414196,74.28186568945546
fluentd,2584.706203825772,0.9306058910632752,2738.2191071286798,1.1289185991340378,2395.9869012236595,0.8901316539391525,0.943936954167308,1.4630394827045614,1.078764747213656,1.287773926520538,99.97567372125552
graphql,4332.786807604134,0.0986988256980047,4037.257331237197,0.0897391764374697,3613.971424102783,0.04442393922815058,1.0732005547628478,0.13339631922148537,1.19889902247354,0.10823559752092436,99.44085601984982
graphql-native,678.7324791508062,0.12225400502533079,659.4525409034557,0.09991713096411341,607.0861343760043,0.14368829478668205,1.0292362786576525,0.15789070525155494,1.1180167701382997,0.18865939627656514,99.94830320525378
