bench,No JIT (ms),No JIT RSD,YJIT 3.3.1 (ms),YJIT 3.3.1 RSD,YJIT 3.4.0dev (ms),YJIT 3.4.0dev RSD,YJIT 3.3.1 spd,YJIT 3.3.1 spd RSD,YJIT 3.4.0dev spd,YJIT 3.4.0dev spd RSD,% in YJIT
activerecord,1529.596384987235,0.07788005107203474,985.6895550730683,0.045743385839713366,929.768156260252,0.04562027978930362,1.5518033818201995,0.09032031722189438,1.6451374191385888,0.09025803168160207,99.80906233146449
chunky-png,2592.257558554411,0.5360308495260778,1395.7535183678071,0.10832945131591339,1266.7391787150077,0.13782319390561715,1.8572459423822871,0.5468677551895481,2.0464019761226786,0.5534657210902895,99.98838084538235
erubi-rails,4730.039237067103,0.06157614999596524,3316.9778414070606,0.06763108646669294,3105.892114341259,0.0632114816451127,1.4260086932207612,0.09146357802421085,1.5229245134518512,0.08824575717900567,99.84156251841804
hexapdf,8806.360236927867,0.3940303181987535,6481.518185511231,0.6909015302257364,5251.754349470139,1.5740373131376453,1.358687885287984,0.7953645806346138,1.676841613472717,1.6226069625172292,98.97440972160473
liquid-c,236.71355744839732,0.4706775315022769,198.1390933935524,0.1718360097129886,178.710089124079,0.6131773444786337,1.1946837617664205,0.5010638211796569,1.3245673963267197,0.7729966328794363,99.66647759189287
liquid-compile,221.0022978307236,0.10515637016587231,180.13107244116372,2.84155478218144,172.14508752179583,0.32730646320606754,1.226897141263119,2.8434998579786623,1.2838141419675528,0.3437839191162478,99.89161732712608
liquid-render,579.401652905203,0.061025326241118776,313.4499348613412,0.10751374594841241,285.37770933226534,0.09308162263841405,1.8484663369335494,0.12362562845419532,2.0302975108353873,0.11130264559225489,99.86287970288873
lobsters,3231.182786822319,0.31650149331941607,2337.985732406378,1.3389859605362104,2225.0268898904324,0.740875324069719,1.3820369996426864,1.3758839332540003,1.452199432511772,0.8056484599928381,99.02447565706143
mail,477.77194558427885,0.18188418607377962,367.5110435379403,0.19654124751344118,336.1913019476773,0.2611233487424403,1.3000206496786693,0.267787824812595,1.4211311917243958,0.31822517248355353,99.75950752055566
psych-load,8509.912135452032,0.06091231863911011,5440.0501403957605,0.028131246409826283,4902.199954539537,0.024632181880701657,1.5643076655232706,0.06709454215182369,1.735937377987138,0.06570429929765972,99.99210139389746
railsbench,9585.944351926446,0.04427045192836258,6312.89627738297,0.13659303350542562,5775.799353048205,0.03824520160066844,1.518470117475196,0.1435880556179928,1.6596740582526328,0.05850272095738142,99.80796157488642
rubocop,538.067789494314,0.495445683264209,399.0015570285185,4.452714901905961,359.68376582456847,4.2092914207725,1.3485355633733924,4.480193792987146,1.4959468305743613,4.238348816467813,99.6308579505452
ruby-lsp,406.58511547371745,0.14411930525673733,300.52811415358025,1.0568896048734413,318.2704736079489,0.6545131163662681,1.352902095761791,1.0666705260000502,1.277482987550256,0.6701923557033224,97.52442395764291
sequel,237.21254486431422,0.20801516342606322,214.29827823661842,0.1940896808452411,198.2919818026499,0.258829146053354,1.106926974944684,0.28450151568274523,1.1962790563079853,0.3320584813882642,96.71371964724364
binarytrees,1004.3388906866312,0.9727741455871223,496.1926520016848,2.2488526686623964,465.54578630761665,2.0332877061934274,2.0240906160843775,2.450230165448287,2.1573364430002564,2.2540071948598754,99.98483454099183
blurhash,1048.7484031994093,1.45666563627975,434.5801134862132,0.3567618675826852,410.3016078006476,0.3472595403541027,2.413245269753192,1.4997179088346497,2.556042636101398,1.4974858811639034,99.98135946107357
erubi,658.2885389733646,0.22782901123128732,625.703077763319,1.0068882221063764,581.0605796674887,0.104614770245058,1.052078153948879,1.0323419734638157,1.1329086191840263,0.250699638037338,99.93963061094033
etanni,2529.8197507858276,0.05610051573528555,919.645679709704,0.21618771661232636,2381.512576341629,0.028688695279424976,2.75086351907225,0.22334815127915555,1.0622743612263519,0.06301038884660785,99.91822392560526
fannkuchredux,5739.23705406487,0.8536289131998773,1673.9132765680552,0.1501470659554064,1415.7746203243732,0.1417614187295487,3.4286346457755297,0.8667332132010523,4.053778738278225,0.8653199531335322,74.28186557073154
fluentd,5405.662826448679,0.3133669655368027,5701.46081969142,0.6035325558876773,4278.419689461589,0.6534313676353917,0.9481189115215651,0.6800370586269958,1.263471846804479,0.7246871099306251,99.97566720929387
graphql,12016.106268763542,0.28574542572274675,9747.141951695085,0.04732297679141377,9387.926994264126,0.0601240140448457,1.2327825252071836,0.28963755359737875,1.2799531010525744,0.2920023037346428,99.44085271824932
graphql-native,1619.6972247213125,0.0722939346592958,1584.8444186151028,0.06540799880989157,1436.3364912569523,0.03050693378451007,1.0219913107538123,0.09749163706101824,1.127658619397673,0.07846710137028774,99.898433398751
lee,3625.852259248495,0.5702622022993167,2842.5876032561064,1.068232934456317,2482.939165458083,0.8569119978276627,1.2755463561070837,1.2109172480514188,1.4603065228863765,1.0293187802582167,99.95548931195773
matmul,4222.893252596259,0.523097648655725,2183.751368522644,0.4087463245503866,2136.4072304219007,0.07343259481030998,1.933779327384298,0.6638559390881414,1.9766331027452646,0.5282267467761581,99.64085756148958
