bench,No JIT (ms),No JIT RSD,YJIT 3.3.1 (ms),YJIT 3.3.1 RSD,YJIT 3.4.0dev (ms),YJIT 3.4.0dev RSD,YJIT 3.3.1 spd,YJIT 3.3.1 spd RSD,YJIT 3.4.0dev spd,YJIT 3.4.0dev spd RSD,% in YJIT
activerecord,1529.1928101330996,0.1002198780009083,986.3658242282413,0.04736135264460376,929.2575295852578,0.0768898060582228,1.5503302857533414,0.11084728986693115,1.6456071233725729,0.126317323523688,99.80909658847672
chunky-png,2459.216197580099,0.6622554770248211,1397.2180159762502,0.1309202251874962,1277.1880847534962,0.12258769564335599,1.7600805095987975,0.6750721607447,1.9254925934066636,0.6735057980244279,99.98838084538235
erubi-rails,4728.233355656266,0.07461141420629266,3270.532353967428,0.052697523109770196,3105.808773636818,0.055777117124719555,1.4457075619265851,0.09134490720214092,1.5223839264642276,0.09315551472998071,99.84156237990659
hexapdf,8770.84465585649,0.350565147103755,6477.314445003867,0.6603817543691757,5230.072882771492,1.353763426491929,1.3540865941164377,0.7476630149121914,1.6770023769169142,1.3984174402770604,98.32479803782323
liquid-c,236.21543480927107,0.46486207181819,197.4342836880348,0.17538146860792037,178.73555259142495,0.6081435452604481,1.1964256176628079,0.496845454186884,1.3215917671916146,0.7654641189873284,99.66647759189287
liquid-compile,221.4140701625082,0.10225976138576601,180.18479253619145,2.8103478718585153,172.23534401666168,0.3354331468510578,1.2288166334461081,2.8122077127513823,1.2855321387524798,0.3506742859193943,99.89194123350029
liquid-render,579.1535161967788,0.05297063935898608,313.21079656481743,0.11284986618405823,285.1327922391264,0.08758832753067035,1.849085416431122,0.12466347071961222,2.0311712014908205,0.10236016683124226,99.86287970288873
lobsters,3225.9520675987005,0.359456260181119,2341.1033615469933,1.375427508575807,2227.6861660182476,1.3141422111298162,1.3779622551423796,1.4216221841018266,1.4481178349124226,1.3624164392932723,99.02473103563044
mail,476.37468476134995,0.1817234252318359,368.002433862005,0.2006895722593642,335.81896581045993,0.24480472137665057,1.2944878645557623,0.27073918758029325,1.4185461015034548,0.30488154238374315,99.75951796425782
psych-load,8541.49867258966,0.08389414693455007,5446.023482084274,0.032149275606926375,4947.267948836088,0.07439345788823871,1.5683918184871104,0.08984321795175186,1.7265081982469057,0.11212767038713067,99.99210139389746
