bench,CRuby 3.3.0dev mem (MiB),YJIT 3.3.0dev mem (MiB),Inline Code,Outlined Code,YJIT Mem overhead
activerecord,40.55078125,47.23828125,2,2
chunky-png,50.97265625,57.2578125,1,1
erubi-rails,81.91015625,92.234375,4,3
hexapdf,159.69921875,264.12890625,3,2
liquid-c,25.578125,30.33984375,1,1
liquid-compile,23.3203125,26.83203125,1,1
liquid-render,25.9375,31.12890625,2,1
lobsters,266.65234375,331.81640625,16,11
mail,36.984375,40.54296875,2,1
psych-load,24.6953125,27.34765625,1,1
railsbench,79.15625,98.0,5,4
ruby-lsp,84.73828125,129.09375,11,8
sequel,27.5,32.0078125,1,1
binarytrees,17.265625,17.6875,1,1
erubi,19.44921875,22.01171875,1,1
etanni,13.1328125,13.90234375,1,1
fannkuchredux,11.55078125,12.17578125,1,1
fluentd,601.1484375,633.76171875,1,1
graphql,29.9609375,33.41015625,1,1
graphql-native,27.03125,31.21484375,1,1
lee,24.921875,28.47265625,1,1
nbody,11.5,12.0234375,1,1
optcarrot,49.8203125,52.35546875,1,1
rack,20.85546875,23.37109375,1,1
ruby-json,12.63671875,13.2109375,1,1
rubykon,37.95703125,39.15625,1,1
tinygql,18.63671875,21.03515625,1,1
30k_ifelse,54.48046875,91.50390625,10,7
30k_methods,46.59375,59.359375,4,3
cfunc_itself,11.47265625,11.8671875,1,1
fib,11.47265625,11.86328125,1,1
getivar,11.48046875,11.890625,1,1
keyword_args,11.47265625,11.87890625,1,1
respond_to,11.4765625,11.90625,1,1
setivar,11.47265625,11.8828125,1,1
setivar_object,11.47265625,11.87890625,1,1
setivar_young,11.47265625,11.8828125,1,1
str_concat,37.78515625,70.03125,1,1
throw,11.47265625,11.8671875,1,1
