bench,CRuby 3.2.0dev mem (MiB),YJIT 3.2.0dev mem (MiB),Inline Code,Outlined Code,YJIT Mem overhead
activerecord,54.10546875,74.109375,3,3
hexapdf,282.1875,262.3984375,2,2
liquid-render,22.484375,27.85546875,1,1
mail,42.08203125,51.171875,2,2
psych-load,27.46875,34.01953125,1,1
railsbench,94.3984375,139.19140625,6,6
ruby-lsp,86.75,135.3125,6,6
binarytrees,22.7890625,24.390625,1,1
chunky_png,35.40234375,38.7578125,1,1
erubi,71.49609375,73.12890625,1,1
erubi_rails,93.046875,128.94921875,5,5
etanni,72.76953125,105.0859375,1,1
fannkuchredux,16.9453125,18.80078125,1,1
lee,26.76171875,35.29296875,1,1
nbody,16.95703125,18.82421875,1,1
optcarrot,51.296875,56.46875,1,1
rubykon,46.98046875,52.5625,1,1
30k_ifelse,58.05859375,103.80078125,6,6
30k_methods,49.9453125,66.484375,2,2
cfunc_itself,16.9609375,18.62109375,1,1
fib,16.96875,18.6328125,1,1
getivar,16.74609375,18.6796875,1,1
keyword_args,16.9765625,18.60546875,1,1
respond_to,17.078125,18.7578125,1,1
setivar,16.96875,18.58984375,1,1
str_concat,96.44140625,96.2890625,1,1
