bench,CRuby 3.3.4 mem (MiB),CRuby 3.4.0dev mem (MiB),YJIT 3.3.4 mem (MiB),YJIT 3.4.0dev mem (MiB),Inline Code,Outlined Code,YJIT Mem overhead
activerecord,65.8515625,73.33203125,72.71484375,77.21484375,2,2
chunky-png,60.25,45.2578125,39.86328125,47.6328125,1,1
erubi-rails,105.0703125,115.6015625,112.8359375,121.875,2,2
hexapdf,141.6328125,210.99609375,274.16015625,267.2734375,2,2
liquid-c,34.23046875,36.5390625,40.0859375,40.92578125,1,1
liquid-compile,32.21484375,33.52734375,35.51171875,38.953125,1,1
liquid-render,34.5859375,36.19140625,39.83984375,40.49609375,1,1
lobsters,280.56640625,272.375,327.10546875,322.4453125,8,7
mail,51.1328125,56.9609375,56.05078125,62.40625,1,1
psych-load,35.51171875,36.98828125,34.6328125,39.3046875,1,1
railsbench,106.48828125,106.1875,122.2265625,125.234375,4,3
rubocop,91.109375,90.859375,122.40234375,129.16015625,6,5
ruby-lsp,74.21875,64.2734375,73.83984375,77.1875,1,1
sequel,37.171875,38.2265625,40.859375,42.734375,1,1
binarytrees,25.95703125,29.68359375,26.2734375,30.30078125,1,1
blurhash,21.8203125,22.515625,22.3984375,23.38671875,1,1
erubi,28.70703125,44.40625,30.015625,48.8671875,1,1
etanni,23.7265625,27.94140625,24.078125,28.515625,1,1
fannkuchredux,20.45703125,21.203125,20.8515625,21.953125,1,1
fluentd,192.94140625,278.5234375,202.8203125,255.65625,1,1
graphql,39.73828125,40.4921875,42.34765625,43.2421875,1,1
graphql-native,41.2421875,38.19140625,41.94921875,41.109375,1,1
lee,34.59375,32.58984375,36.453125,35.0625,1,1
matmul,25.84765625,29.7109375,26.1484375,30.3203125,1,1
nbody,20.546875,21.21875,20.95703125,22.09765625,1,1
nqueens,21.00390625,21.65234375,21.27734375,23.046875,1,1
optcarrot,61.3828125,55.4765625,69.015625,58.9296875,1,1
protoboeuf,36.23046875,34.39453125,40.84765625,35.57421875,1,1
protoboeuf-encode,64.546875,81.03515625,69.8671875,123.85546875,1,1
rack,31.234375,31.6875,32.734375,34.65625,1,1
ruby-json,21.03125,21.90234375,21.4453125,22.52734375,1,1
rubykon,24.796875,25.70703125,26.41015625,27.33984375,1,1
sudoku,20.65625,21.6015625,21.09765625,22.3671875,1,1
tinygql,27.484375,28.54296875,28.8515625,30.8359375,1,1
30k_ifelse,60.80859375,118.078125,91.4296875,128.97265625,7,6
30k_methods,49.41015625,61.52734375,59.34765625,66.9140625,3,2
cfunc_itself,20.55078125,21.203125,20.875,21.87109375,1,1
fib,20.42578125,21.2578125,20.87890625,21.80859375,1,1
getivar,20.48828125,21.19921875,20.88671875,21.80859375,1,1
keyword_args,20.42578125,21.19921875,20.875,21.8125,1,1
object-new,20.61328125,21.1953125,20.87109375,21.7890625,1,1
respond_to,20.45703125,21.203125,20.91015625,21.91796875,1,1
ruby-xor,21.546875,22.38671875,21.8125,23.00390625,1,1
setivar,20.55078125,21.19921875,20.875,21.875,1,1
setivar_object,20.625,21.1953125,20.92578125,21.80078125,1,1
setivar_young,20.55078125,21.20703125,20.875,21.80859375,1,1
str_concat,46.640625,47.56640625,59.49609375,74.953125,1,1
throw,20.61328125,21.19921875,20.87109375,21.8203125,1,1
