bench,CRuby 3.3.4 mem (MiB),CRuby 3.4.0dev mem (MiB),YJIT 3.3.4 mem (MiB),YJIT 3.4.0dev mem (MiB),Inline Code,Outlined Code,YJIT Mem overhead
activerecord,53.23046875,59.55078125,72.3203125,73.40625,3,2
chunky-png,48.39453125,50.55078125,38.49609375,45.58984375,1,1
erubi-rails,98.60546875,103.41796875,108.515625,110.56640625,3,3
hexapdf,132.65234375,142.484375,245.3984375,254.109375,3,2
liquid-c,24.53125,26.5703125,28.578125,31.984375,1,1
liquid-compile,23.9765625,26.10546875,27.19921875,29.2734375,1,1
liquid-render,25.66796875,27.578125,30.27734375,32.78125,1,1
lobsters,280.34765625,292.91796875,337.4609375,339.609375,13,10
mail,42.3203125,59.75,46.28515625,65.01953125,2,1
psych-load,25.94140625,26.36328125,26.4765625,29.3515625,1,1
railsbench,97.64453125,102.859375,111.8203125,117.34765625,6,4
rubocop,80.19140625,86.18359375,116.95703125,120.609375,10,7
ruby-lsp,52.37890625,63.55078125,71.86328125,63.6640625,2,1
sequel,28.83984375,30.67578125,31.5390625,33.4765625,1,1
binarytrees,20.48046875,19.50390625,17.80859375,19.83203125,1,1
blurhash,13.4375,14.4765625,13.85546875,14.90625,1,1
erubi,20.5078125,22.69921875,22.0546875,23.58984375,1,1
etanni,15.26953125,16.65234375,15.71484375,17.0234375,1,1
fannkuchredux,12.0546875,13.31640625,12.30859375,13.67578125,1,1
fluentd,599.09375,601.8515625,634.359375,654.265625,1,1
graphql,31.3203125,32.1796875,34.125,35.77734375,1,1
graphql-native,29.15234375,30.83203125,31.8671875,35.13671875,1,1
lee,25.44921875,27.265625,28.203125,29.3828125,1,1
matmul,20.20703125,25.58984375,20.5234375,26.0703125,1,1
nbody,12.06640625,13.31640625,12.36328125,13.71875,1,1
nqueens,12.234375,13.65234375,12.46484375,14.9609375,1,1
optcarrot,52.94921875,55.984375,55.796875,58.82421875,1,1
protoboeuf,26.41796875,29.53125,32.6875,36.74609375,1,1
protoboeuf-encode,54.95703125,64.296875,60.18359375,105.6875,1,1
rack,22.80859375,23.015625,24.7265625,25.609375,1,1
ruby-json,12.921875,14.15625,13.17578125,14.484375,1,1
rubykon,37.1640625,40.453125,38.49609375,42.91796875,1,1
sudoku,12.3046875,13.83203125,12.6484375,14.19921875,1,1
tinygql,18.71875,21.2109375,20.71484375,22.89453125,1,1
30k_ifelse,51.76171875,138.37109375,86.46484375,154.3984375,11,9
30k_methods,41.0625,84.98828125,51.58203125,95.28125,4,3
cfunc_itself,12.04296875,13.4609375,12.51953125,13.7421875,1,1
fib,12.0390625,13.4609375,12.3125,13.7421875,1,1
getivar,12.05078125,13.46484375,12.4375,13.75,1,1
keyword_args,12.0390625,13.4609375,12.39453125,13.74609375,1,1
object-new,12.23046875,13.4609375,12.421875,13.73828125,1,1
respond_to,12.0390625,13.45703125,12.4453125,13.80078125,1,1
ruby-xor,13.234375,14.58984375,13.4375,14.875,1,1
setivar,12.0390625,13.46484375,12.44921875,13.75,1,1
setivar_object,12.046875,13.46484375,12.3203125,13.75390625,1,1
setivar_young,12.04296875,13.4609375,12.30859375,13.75390625,1,1
str_concat,38.34375,40.40234375,39.03515625,55.26171875,1,1
throw,12.2265625,13.4609375,12.4375,13.75,1,1
