bench,CRuby 3.3.0dev mem (MiB),YJIT 3.3.0dev mem (MiB),Inline Code,Outlined Code,YJIT Mem overhead
activerecord,48.84375,54.08203125,1,1
chunky-png,56.796875,70.171875,1,1
erubi-rails,91.44140625,100.42578125,2,2
hexapdf,176.33984375,270.05078125,2,2
liquid-c,36.609375,39.8515625,1,1
liquid-compile,36.0546875,36.40625,1,1
liquid-render,35.171875,39.140625,1,1
lobsters,271.546875,319.6875,8,7
mail,51.34765625,55.57421875,1,1
psych-load,33.6171875,35.55078125,1,1
railsbench,89.875,104.16015625,3,3
ruby-lsp,95.3359375,128.953125,6,5
sequel,37.02734375,40.45703125,1,1
binarytrees,26.65625,26.05859375,1,1
erubi,29.87109375,31.58203125,1,1
etanni,23.53515625,24.0,1,1
fannkuchredux,20.3984375,20.6796875,1,1
fluentd,630.04296875,657.80078125,1,1
graphql,40.046875,42.9921875,1,1
graphql-native,37.17578125,39.74609375,1,1
lee,33.6953125,35.66015625,1,1
nbody,20.4140625,20.6328125,1,1
optcarrot,61.70703125,68.90234375,1,1
rack,30.01171875,32.0,1,1
ruby-json,21.359375,21.68359375,1,1
rubykon,50.4140625,49.359375,1,1
tinygql,28.25,30.2265625,1,1
30k_ifelse,60.91796875,90.984375,5,5
30k_methods,49.1953125,58.83203125,2,2
cfunc_itself,20.5390625,20.73828125,1,1
fib,20.4765625,20.67578125,1,1
getivar,20.5390625,20.73828125,1,1
keyword_args,20.5390625,20.73828125,1,1
respond_to,20.5390625,20.7421875,1,1
setivar,20.5390625,20.72265625,1,1
setivar_object,20.5390625,20.73828125,1,1
setivar_young,20.5390625,20.73828125,1,1
str_concat,46.4609375,59.55859375,1,1
throw,20.5390625,20.73828125,1,1
