bench,CRuby 3.2.0dev mem (MiB),MJIT mem (MiB),YJIT 3.2.0dev mem (MiB),Inline Code,Outlined Code,YJIT Mem overhead
activerecord,65.25,65.73046875,77.3125,1,1
hexapdf,251.4296875,,382.6796875,2,1
liquid-render,31.7578125,36.33984375,37.8125,1,1
mail,49.7421875,54.10546875,57.7578125,1,1
psych-load,37.46875,47.70703125,41.0546875,1,1
railsbench,103.44140625,105.0546875,133.65625,3,2
binarytrees,28.57421875,32.90234375,30.83203125,1,1
chunky_png,41.71484375,43.81640625,46.2734375,1,1
erubi,106.296875,110.4921875,134.20703125,1,1
erubi_rails,104.84765625,103.875,124.51953125,2,2
fannkuchredux,24.64453125,27.40625,26.84765625,1,1
lee,32.75390625,40.56640625,40.90625,1,1
nbody,24.703125,26.5859375,26.96484375,1,1
optcarrot,63.16796875,70.83203125,69.55078125,1,1
rubykon,51.25,58.48828125,55.265625,1,1
30k_ifelse,68.34375,152.8203125,127.81640625,6,5
30k_methods,57.31640625,165.19140625,75.71875,3,2
cfunc_itself,24.7890625,27.01953125,27.140625,1,1
fib,24.78515625,26.93359375,27.09765625,1,1
getivar,24.89453125,26.71875,27.08203125,1,1
keyword_args,24.70703125,27.46875,27.125,1,1
respond_to,24.72265625,27.0859375,26.88671875,1,1
setivar,24.796875,26.578125,27.12109375,1,1
str_concat,109.86328125,92.55078125,96.96484375,1,1
