bench,CRuby 3.4.0dev mem (MiB),YJIT 3.3.1 mem (MiB),YJIT 3.4.0dev mem (MiB),Inline Code,Outlined Code,YJIT Mem overhead
activerecord,59.08203125,67.734375,66.21484375,3,2
chunky-png,44.22265625,49.1328125,37.765625,1,1
erubi-rails,103.32421875,99.24609375,107.02734375,3,2
hexapdf,112.0703125,167.8984375,247.08203125,3,2
liquid-c,28.2890625,30.8515625,32.48046875,1,1
liquid-compile,26.88671875,29.1953125,30.04296875,1,1
liquid-render,29.12109375,32.76171875,34.06640625,1,1
lobsters,268.12890625,310.546875,321.6796875,12,8
mail,60.41015625,47.51171875,65.109375,2,1
psych-load,26.34765625,26.97265625,28.79296875,1,1
railsbench,98.3671875,110.09375,109.70703125,5,4
rubocop,86.08984375,116.85546875,121.45703125,9,6
ruby-lsp,68.08984375,81.4453125,73.90625,1,1
sequel,31.58984375,32.734375,35.046875,1,1
binarytrees,19.16015625,18.5078125,19.3046875,1,1
blurhash,14.22265625,13.53125,14.52734375,1,1
erubi,22.75,22.58203125,24.59375,1,1
etanni,16.609375,15.3359375,16.80859375,1,1
fannkuchredux,13.03515625,12.19140625,13.2109375,1,1
fluentd,607.078125,595.3515625,623.22265625,1,1
graphql,33.71875,35.7890625,36.703125,1,1
graphql-native,31.6640625,32.26171875,34.75390625,1,1
lee,26.03125,27.90234375,27.26171875,1,1
matmul,18.54296875,20.34375,18.6953125,1,1
nbody,13.03515625,12.2421875,13.2578125,1,1
nqueens,13.28125,12.3203125,14.53125,1,1
optcarrot,55.2890625,54.71484375,58.2734375,1,1
protoboeuf,25.421875,21.7109375,28.453125,1,1
rack,24.00390625,24.484375,26.1328125,1,1
ruby-json,13.91796875,13.0,14.1640625,1,1
rubykon,37.80078125,42.29296875,38.640625,1,1
sudoku,13.09375,12.546875,13.33203125,1,1
tinygql,21.29296875,21.7890625,23.58984375,1,1
30k_ifelse,137.796875,86.17578125,150.6953125,8,7
30k_methods,84.515625,51.35546875,89.2109375,3,3
cfunc_itself,13.03125,12.36328125,13.23828125,1,1
fib,12.96875,12.23828125,13.234375,1,1
getivar,13.03125,12.25390625,13.23828125,1,1
keyword_args,12.96875,12.3046875,13.2421875,1,1
respond_to,12.97265625,12.34765625,13.23828125,1,1
ruby-xor,14.21875,13.28125,14.36328125,1,1
setivar,13.03125,12.36328125,13.23828125,1,1
setivar_object,13.03125,12.23828125,13.23828125,1,1
setivar_young,13.03125,12.2421875,13.23828125,1,1
str_concat,39.11328125,38.296875,39.8046875,1,1
throw,13.09375,12.37109375,13.2421875,1,1
