bench,CRuby 3.4.0dev (ms),CRuby 3.4.0dev RSD,YJIT 3.4.0dev (ms),YJIT 3.4.0dev RSD,YJIT 3.4.0dev spd,YJIT 3.4.0dev spd RSD,% in YJIT
activerecord,206.47941625475627,0.2922904629748427,133.9782841734955,0.3860598983614806,1.5411409209224927,0.48422717795361775,99.95577447561777
chunky-png,2453.8859579712152,1.3501513068065172,1337.9103120416403,0.0489798281717495,1.8341184277342217,1.3510394423698666,99.99260394157832
erubi-rails,6637.569922581315,0.05712391999771591,4257.0968096454935,0.10008323957240925,1.5591775849546756,0.11523800188832552,99.89574582436356
hexapdf,8638.577547421059,0.5320744266588754,5409.062179923058,1.3331162562225807,1.5970564323488587,1.435375263862827,93.33384782728116
liquid-c,235.1313102271861,0.32374284848472795,179.78992425900185,0.5886731631536916,1.307811387074509,0.6718225397844123,99.73947415650892
liquid-compile,216.33251084603816,0.09771499529200323,169.73982074767605,0.06151525562635588,1.2744947525756123,0.1154657827223811,99.95892712801611
liquid-render,556.4983548247255,0.10212624361545382,297.33061405325617,0.17449231738490792,1.8716483554735763,0.20218144935022714,99.91654425821308
lobsters,3094.8944233357906,0.46228345445462476,2194.5817045867443,1.0948699582165562,1.410243426739303,1.1884638057878012,99.33148497030349
mail,469.7906922746376,0.26566577181910034,333.6401490112211,0.3428498767864503,1.4080760174304963,0.4337330288653637,99.90104727706208
psych-load,8159.990608816345,0.09287526884968766,5031.112381443381,0.06848142936966099,1.621905851062567,0.11539290156856977,99.9966018801817
railsbench,7463.305270547668,0.03005995083315164,4788.553473725915,0.0587607086223616,1.5585719803480782,0.06600319327042878,99.74405010426715
rubocop,520.7482242335876,0.5277925422062767,368.90504981080693,6.7866150976602615,1.4116050308898007,6.807107274856095,93.55871235651917
ruby-lsp,354.74184453487396,0.1183664370924926,262.52271039928826,0.08121896714261179,1.3512805958590153,0.14355185144638039,99.12804135810481
sequel,231.19744773993094,0.21695824520477475,192.14252555152265,0.3075175494743197,1.2032601688580167,0.376348141216382,99.91784460789019
binarytrees,994.1869368455533,1.3945975759965137,469.9466185451582,2.655374935980555,2.115531631918785,2.999319664458773,99.99764855997684
blurhash,1057.2950828820467,1.3679831853115543,468.6413435886304,0.5209110116341904,2.256085804947956,1.4638054096555668,99.98865652654479
erubi,668.65227022503,0.12304530161136287,573.4284262208245,0.15895292256211152,1.1660605572552054,0.2010128797855199,99.98412037592581
etanni,953.2031416512874,0.15957621285867665,832.7423057005722,0.0759920011142478,1.1446555976874184,0.1767465754793159,99.97900595773888
fannkuchredux,5974.748087748885,0.8767965499205049,1520.6752002984285,0.14960202185248428,3.9290100125104668,0.88946779306215,90.91522085402693
fluentd,5566.134201114376,0.5015738626918423,4797.850915789604,0.869040753651846,1.1601307124396825,1.0033983113616363,99.9803531400158
