bench,CRuby 3.2.0dev mem (MiB),YJIT 3.2.0dev mem (MiB),Inline Code,Outlined Code,YJIT Mem overhead
activerecord,62.8671875,82.0,3,3
hexapdf,285.55859375,326.69140625,2,2
liquid-render,30.578125,35.52734375,1,1
mail,49.70703125,57.55078125,2,2
psych-load,36.01171875,42.9375,1,1
railsbench,101.89453125,133.6953125,6,6
ruby-lsp,94.0,136.81640625,6,6
binarytrees,31.38671875,32.4140625,1,1
chunky_png,42.85546875,46.640625,1,1
erubi,74.625,88.95703125,1,1
erubi_rails,101.2421875,124.2265625,5,5
etanni,90.1875,116.796875,1,1
fannkuchredux,25.1015625,26.921875,1,1
lee,36.1875,43.3125,1,1
nbody,25.16015625,26.8984375,1,1
optcarrot,58.15625,64.640625,1,1
rubykon,53.7421875,58.08984375,1,1
30k_ifelse,66.28515625,111.05078125,6,6
30k_methods,57.9140625,74.83984375,2,2
cfunc_itself,25.18359375,26.90625,1,1
fib,25.203125,26.67578125,1,1
getivar,25.18359375,26.7890625,1,1
keyword_args,24.96875,26.9375,1,1
respond_to,25.20703125,26.7734375,1,1
setivar,25.296875,26.9296875,1,1
str_concat,116.98046875,123.25390625,1,1
