bench,CRuby 3.3.0dev mem (MiB),YJIT 3.3.0dev mem (MiB),Inline Code,Outlined Code,YJIT Mem overhead
activerecord,41.046875,47.1484375,2,1
chunky-png,49.15234375,39.81640625,1,1
erubi-rails,79.97265625,90.0546875,3,3
hexapdf,132.8359375,261.5703125,3,2
liquid-c,28.8984375,33.3984375,1,1
liquid-compile,25.37109375,28.6328125,1,1
liquid-render,26.30078125,31.2109375,1,1
lobsters,272.828125,330.8046875,13,11
mail,43.72265625,48.62109375,2,1
psych-load,26.76171875,28.9609375,1,1
railsbench,83.98046875,101.23046875,4,4
ruby-lsp,82.796875,128.703125,9,7
sequel,28.8125,32.8984375,1,1
binarytrees,17.6640625,17.8046875,1,1
erubi,21.2734375,23.48828125,1,1
etanni,14.84765625,15.27734375,1,1
fannkuchredux,12.015625,12.21875,1,1
fluentd,598.16015625,651.953125,1,1
graphql,31.28515625,34.8125,1,1
graphql-native,27.3359375,33.640625,1,1
lee,25.921875,29.171875,1,1
nbody,12.06640625,12.2265625,1,1
optcarrot,53.21484375,56.765625,1,1
rack,22.04296875,24.25,1,1
ruby-json,13.015625,13.24609375,1,1
rubykon,42.21875,41.00390625,1,1
tinygql,19.67578125,21.98046875,1,1
30k_ifelse,54.87109375,88.13671875,8,7
30k_methods,43.34375,51.90625,3,3
cfunc_itself,12.12109375,12.25390625,1,1
fib,12.12109375,12.24609375,1,1
getivar,12.11328125,12.25,1,1
keyword_args,12.1328125,12.25390625,1,1
respond_to,12.11328125,12.25390625,1,1
setivar,12.11328125,12.26953125,1,1
setivar_object,12.11328125,12.24609375,1,1
setivar_young,12.11328125,12.25,1,1
str_concat,38.0390625,54.19921875,1,1
throw,12.11328125,12.25390625,1,1
