bench,CRuby 3.5.0dev (ms),CRuby 3.5.0dev RSD,CRuby 3.5.0dev (ms),CRuby 3.5.0dev RSD,YJIT 3.5.0dev (ms),YJIT 3.5.0dev RSD,YJIT 3.5.0dev (ms),YJIT 3.5.0dev RSD,CRuby 3.5.0dev spd,CRuby 3.5.0dev spd RSD,YJIT 3.5.0dev spd,YJIT 3.5.0dev spd RSD,YJIT 3.5.0dev spd,YJIT 3.5.0dev spd RSD,% in YJIT
protoboeuf-encode,148.8630377969591,2.4387839601670236,148.37141548484553,2.444274258950837,36.640984250276574,2.2835125250327555,36.641122559372256,2.2896429294967575,1.0033134570463391,3.4528457621703312,4.062746698618923,3.3409724117911273,4.062731362985552,3.3451654591309,99.98833172262584
rack,67.818766166684,0.6573972143416327,68.26131137701105,0.5257224324703931,39.52495862429427,0.6444603568978358,40.22029151724905,0.8126426382665397,0.9935168955679323,0.8417571938669284,1.7158466074901533,0.9205977672344335,1.6861828596542854,1.0452555452868646,99.86427701242978
ruby-json,342.9612528674274,1.1923066238658229,342.73117434941014,1.1532817787453695,295.94698690401015,0.064386427123783,297.31368560782823,0.10197275565477053,1.000671308988609,1.658811003851976,1.1588604312388766,1.1940438422905932,1.1535333537246268,1.1966593200281124,99.97664018374391
rubyboy,5357.616320600027,0.220417715028619,5608.422477099998,0.19946590253371582,1401.7411871995137,0.16452194815026644,1407.530540400012,0.12633679081824986,0.9552804451654545,0.2972719552396884,3.8221152160790886,0.2750480694744038,3.806394367171191,0.25405698930100645,99.99870699366264
rubykon,1189.6842819048852,1.4044846206628412,1178.0655754285665,1.5168264943478742,538.6209354998755,1.714300766301692,535.4140024999879,1.5208829143484444,1.0098625294878785,2.06720576228737,2.2087598225285845,2.2161688038191074,2.221989481690689,2.0701840229398596,99.95720874636608
sudoku,534.4568272692309,0.12864318110305692,534.3702088846035,0.10799702072346651,158.30878585611833,0.05683463283495704,158.2822362228883,0.0796254473050204,1.0001620943368235,0.1679655456617778,3.376040213933427,0.14063869856408043,3.376606497501241,0.1512920351599465,99.68439357583263
tinygql,629.0610719766994,0.04606678013287777,632.4589061628209,0.07971852335989864,307.2319379583064,0.07439554523709002,303.0229165100796,0.04105308193205188,0.9946275810918113,0.09207166338506984,2.047511974689518,0.08750340212205929,2.0759521399292407,0.06170497360773009,99.99464109471079
30k_ifelse,934.9154260000562,0.011440929071704969,932.602690214383,0.013698688730763417,120.47893072973434,0.058541775252601944,120.19141330644635,0.05811768393929901,1.0024798725222865,0.01784793912377921,7.759991065137482,0.05964926074772378,7.778554226801099,0.059233099230852654,99.9515076518364
30k_methods,699.2509956052625,0.033529371320783284,692.9403890000033,0.6755673376313363,56.57478527269059,0.17788778839523187,56.843380365178035,0.19710174133620745,1.0091069978102534,0.6763988811459247,12.359764022697941,0.1810201204322706,12.301361937187325,0.19993327681737272,99.94618346589722
attr_accessor,143.82611744619734,1.464542197353226,143.97743539706755,1.455818882213488,13.30906393280126,0.4293384460479404,13.307713458797878,0.3916768829005641,0.9989490162090129,2.065016335440847,10.806629089197347,1.52617670965163,10.807725751797902,1.5160127401928118,64.82349129672293
cfunc_itself,84.68787805426733,0.9965026378598965,84.49719183429677,1.11983027089355,22.7495254332708,0.08149419223859954,22.7499694173281,0.09311990159219467,1.002256716653312,1.4990121223229829,3.7226217444700067,0.9998293907614207,3.7225490944951614,1.0008440554523328,94.28317802972374
fib,203.67707730767214,0.3173029528658904,202.7397456363392,0.3594971280908273,30.553274802577782,0.15403432451410665,30.539095204685285,0.16490482798338765,1.0046233246884617,0.4794990604818389,6.6662928482706505,0.35271480976268993,6.669388072650697,0.3575958139990514,99.99645016089404
getivar,93.61125590506657,1.050341783639836,93.34092414195915,1.229191522022187,11.178398252384508,0.8023544633099099,11.177135167241532,0.7784885440255582,1.0028961762013013,1.6168270347414817,8.374299590292194,1.3217376998682628,8.375245937745014,1.307387576672941,71.60025256307023
keyword_args,274.54280100953923,0.5087110710901108,274.87879713328203,0.3072732820387215,22.996364622678435,0.09425385980134904,22.997014606595332,0.09172243935648108,0.9987776571811035,0.5943095352629769,11.93853052489836,0.517369059702163,11.938193096194446,0.5169138803815885,96.3491820971292
loops-times,1012.1973096398142,0.15439151012760796,1012.8791851200367,0.139040047070227,298.74274549017764,0.9224842901097211,299.6142982548971,0.7993926520534189,0.9993267948534832,0.2077712037043974,3.3881904244369148,0.9353149223115812,3.3783344637934687,0.8141654319341258,99.9956487262876
object-new,94.06521390126866,0.13356734846302487,94.12910172608706,0.3053080376984552,54.100346159416866,0.3109439135797818,54.236787165977965,0.442425049659556,0.9993212744661656,0.33324650704654724,1.7387174127146579,0.33841742562662747,1.7343434007882117,0.4621473370492399,84.6092054481997
respond_to,208.47156084893356,0.24208584959768858,208.53388458276018,0.32836644307529383,7.531088859348982,1.0699537012466391,7.518139530034569,0.9592063228338519,0.9997011337800026,0.4079584286583069,27.68146343010414,1.0969988520444391,27.72914229858341,0.9892837451105089,94.47353073716255
ruby-xor,150.36514637434337,0.890228821678391,149.94017491326815,0.8726823407073473,22.709147823723878,0.5657766941052172,22.70721371048957,0.5354505966470509,1.0028342734782125,1.2466281814275464,6.621346936553002,1.0548035942958884,6.621910917449215,1.0388525864609373,99.99200998176897
setivar,77.68348142941173,0.495891793563958,77.65909889264849,0.48222489920026346,5.5693208865458965,0.40293451093987814,5.568689266220989,0.35009786798184217,1.0003139688344433,0.6917004585315695,13.94846571277224,0.6389560947595992,13.950047796818282,0.6070232187400335,80.00554648793394
setivar_object,89.99473300609901,10.635905291978675,89.83512087879441,10.639358902338733,45.60731579623788,9.051450417170889,45.57881127227138,9.076677429128859,1.001776723020387,15.043883781547718,1.9732521292893679,13.96607446759622,1.9744861810568717,13.982437360217181,80.00554623671144
setivar_young,88.98225557645496,9.411477995491113,89.01482909300489,9.4984233668811,44.09828542975823,8.277719456517294,44.13322747015495,8.238695907122636,0.9996340664035214,13.371460822069006,2.0178166726729088,12.533816556038246,2.016219086551717,12.508078521885475,80.24865447135772
str_concat,67.20147097284988,0.9930638478135836,66.78811769594536,0.9648005189161307,25.56470925692281,0.44273801302912086,25.55915265743761,0.3909946941139881,1.0061890242031721,1.3845634139089316,2.628681214305303,1.0872868775145288,2.6292526936840575,1.067264098833841,99.88133932359062
throw,26.598646924307726,0.3045852301941603,26.533191249590303,0.3014165797848655,21.009337410715172,0.41064115154497605,21.297818160444333,0.4614461449478949,1.0024669356242037,0.4285138469427048,1.266039304539985,0.5112712761290366,1.2488906949965621,0.5529056946168155,99.9828334351865
