bench,CRuby 3.2.0dev mem (MiB),MJIT mem (MiB),YJIT 3.2.0dev mem (MiB),Inline Code,Outlined Code,YJIT Mem overhead
activerecord,65.00390625,65.4140625,76.6640625,1,1
hexapdf,292.27734375,,389.39453125,2,1
liquid-render,30.984375,35.78125,37.86328125,1,1
mail,48.94921875,53.60546875,57.2578125,1,1
psych-load,36.8671875,46.2421875,40.8203125,1,1
railsbench,104.20703125,107.19921875,133.0,3,2
binarytrees,31.0390625,33.53515625,33.1953125,1,1
chunky_png,44.23828125,50.41796875,49.0546875,1,1
erubi,65.5625,100.80078125,85.16015625,1,1
erubi_rails,102.33984375,102.95703125,123.77734375,2,2
fannkuchredux,25.10546875,27.859375,27.22265625,1,1
lee,35.47265625,42.9375,39.83203125,1,1
nbody,24.84765625,26.8671875,27.375,1,1
optcarrot,58.9921875,66.6171875,64.96484375,1,1
rubykon,53.57421875,59.90625,56.796875,1,1
30k_ifelse,67.8046875,178.9375,127.16015625,6,5
30k_methods,57.35546875,176.3125,75.46484375,3,2
cfunc_itself,25.11328125,27.34765625,27.0234375,1,1
fib,25.03125,27.36328125,27.14453125,1,1
getivar,25.1640625,27.05078125,27.20703125,1,1
keyword_args,24.9921875,27.8046875,27.1953125,1,1
respond_to,25.05859375,27.61328125,27.26953125,1,1
setivar,25.0703125,26.93359375,27.328125,1,1
str_concat,121.390625,107.09765625,101.2578125,1,1
