bench,CRuby 3.4.0dev mem (MiB),YJIT 3.3.1 mem (MiB),YJIT 3.4.0dev mem (MiB),Inline Code,Outlined Code,YJIT Mem overhead
activerecord,55.7578125,64.140625,66.63671875,3,2
chunky-png,44.4375,55.86328125,48.3671875,1,1
erubi-rails,101.796875,99.3984375,105.2421875,3,2
hexapdf,136.56640625,164.6953125,265.453125,3,2
liquid-c,28.3359375,30.90625,32.5390625,1,1
liquid-compile,26.7265625,29.31640625,30.39453125,1,1
liquid-render,29.203125,32.74609375,33.96484375,1,1
lobsters,268.328125,310.67578125,322.42578125,12,9
mail,62.28125,46.51171875,65.0546875,2,1
psych-load,26.45703125,26.97265625,28.71875,1,1
railsbench,100.38671875,110.14453125,109.5078125,5,4
rubocop,86.0703125,116.8984375,121.65234375,9,6
ruby-lsp,62.4609375,81.82421875,73.921875,1,1
sequel,31.8515625,32.58203125,34.86328125,1,1
binarytrees,19.1171875,18.50390625,19.2734375,1,1
blurhash,14.1640625,13.5390625,14.43359375,1,1
erubi,22.5390625,22.5625,24.3984375,1,1
etanni,16.58984375,15.3359375,16.80078125,1,1
fannkuchredux,12.9921875,12.20703125,13.1875,1,1
fluentd,618.62890625,595.52734375,646.55078125,1,1
graphql,33.1640625,35.81640625,36.234375,1,1
graphql-native,31.6171875,32.2421875,34.76953125,1,1
lee,26.30859375,28.0,27.71484375,1,1
matmul,25.29296875,24.609375,25.56640625,1,1
nbody,12.9921875,12.2421875,13.23046875,1,1
nqueens,13.125,12.3203125,14.4609375,1,1
optcarrot,55.24609375,54.71484375,58.30859375,1,1
protoboeuf,25.37890625,21.7109375,28.4609375,1,1
rack,24.18359375,24.53515625,26.32421875,1,1
ruby-json,13.94140625,13.0,14.16796875,1,1
rubykon,37.82421875,42.1640625,38.68359375,1,1
sudoku,13.296875,12.640625,13.55859375,1,1
tinygql,21.21484375,21.78515625,23.5234375,1,1
30k_ifelse,138.07421875,86.17578125,151.265625,8,7
30k_methods,84.78515625,51.359375,95.28515625,3,3
cfunc_itself,13.13671875,12.36328125,13.41796875,1,1
fib,13.1328125,12.23828125,13.2890625,1,1
getivar,13.1328125,12.3671875,13.4140625,1,1
keyword_args,13.1171875,12.1953125,13.2734375,1,1
respond_to,13.12109375,12.3359375,13.47265625,1,1
ruby-xor,14.26953125,13.25,14.4296875,1,1
setivar,13.1328125,12.36328125,13.48046875,1,1
setivar_object,13.1328125,12.23828125,13.2890625,1,1
setivar_young,13.13671875,12.2421875,13.296875,1,1
str_concat,39.87109375,38.27734375,55.10546875,1,1
throw,13.32421875,12.37109375,13.484375,1,1
