bench,No JIT (ms),No JIT RSD,YJIT 3.3.1 (ms),YJIT 3.3.1 RSD,YJIT 3.4.0dev (ms),YJIT 3.4.0dev RSD,YJIT 3.3.1 spd,YJIT 3.3.1 spd RSD,YJIT 3.4.0dev spd,YJIT 3.4.0dev spd RSD,% in YJIT
activerecord,514.1977534762451,0.31202100298889757,265.4277427501759,0.382552181522571,234.54107255753823,0.38433864442504967,1.9372419331471873,0.4936631218694342,2.1923569627665143,0.49504878537845376,99.93047524721516
chunky-png,1170.2349876286462,0.16047440777954877,695.3774469301981,0.19374039415056085,626.8018763022203,0.18076390998357542,1.6828773967213726,0.25156982306670167,1.866993434244927,0.24171807277228374,99.98841314251007
erubi-rails,1889.0272244811058,0.25925553903127707,1107.2973698815879,0.20787185087089516,1018.049905821681,0.434881488020744,1.7059800518474224,0.3323012803208704,1.8555349926155613,0.5062957072122324,99.8415876499536
hexapdf,3577.8086487203836,1.4849650385837425,2369.6644013747573,1.5904310494390654,1958.098673261702,2.0039211372912855,1.5098376996526273,2.1759117833303496,1.827185063539546,2.494157390843412,98.44636168899954
liquid-c,85.81367843400906,0.5648156003800416,62.47243603017736,0.8700737481281289,58.74240334331989,0.6495578792215719,1.3736246557210718,1.0373258839990438,1.4608472508772095,0.860779937551691,99.753948299143
liquid-compile,86.59253607142043,0.4777923741878981,63.14636168460692,0.729554177405938,59.0113434888213,0.8181903000364606,1.3712988961093056,0.8720864926155911,1.4673879791912197,0.9474813559674207,99.95370301994178
liquid-render,210.02038692901456,0.3505226831687448,87.69373824056912,0.6066550052071726,80.92211649442713,0.6626649947916131,2.394930255486068,0.7006400265177054,2.5953397665207887,0.7496606210399376,99.89627411414963
lobsters,1344.5469390314358,1.3410694452743226,900.723802857101,1.4334979136189459,868.6787620510744,1.4301035851833797,1.492740543512368,1.963003699792298,1.5478068507819494,1.9605263378497968,99.1621116104433
mail,182.7528659449099,0.3617301435832408,134.4136723727694,0.3509145823963847,124.71586759120487,0.37202395909165753,1.3596300340495229,0.5039739486473295,1.4653537635157972,0.5188935564400307,99.88112800926261
psych-load,2861.8755236268044,0.061662722672225015,2039.7943554446101,0.06801828350136475,1631.2013559043407,0.07524977625837821,1.4030215918520899,0.09180837792829019,1.7544587694633051,0.09728730746756083,99.99210078688718
railsbench,3443.171630240977,0.14449070118553894,2064.6483728662133,0.1695819456162307,1917.626684717834,0.16967821057139226,1.6676794341794152,0.2227904823103423,1.7955380250393296,0.22286376527331317,99.8079360957354
rubocop,211.9499369011831,1.1027671323012633,127.89942426958456,2.2812145255269494,110.62611930254029,2.497555673593051,1.6571609928003903,2.5337788103066723,1.9159122478258723,2.730179424649741,99.86138612678266
ruby-lsp,154.04155401958397,2.401360215397572,123.59885441323206,1.4132969358376846,112.8423612783937,2.6107988832060416,1.2463024414819561,2.7863845953031077,1.3651039580742876,3.5472245055316405,97.56718644032169
sequel,92.33339455510888,0.43430073719875106,75.39216026222122,0.3982449426709915,69.37545530903142,0.44903592919186586,1.2247081690452217,0.5892505109835714,1.3309230785414212,0.6247002449467912,98.82971741433225
binarytrees,491.08879912931184,0.9848299964541133,288.6026045109363,0.16853853849386044,224.80520766769206,2.0551848449995793,1.7016090341994905,0.9991473169024953,2.184508109150395,2.2789635514925974,99.99154117446759
blurhash,455.43899330576613,0.027878485714196856,222.45582255721092,0.2987613149567354,196.1301945775122,0.3263131080838166,2.0473233205151864,0.300059216289709,2.3221258424121585,0.3275018388849706,99.98825721645501
erubi,323.121976242008,0.13640006194369084,282.7390829658078,0.1488783591432414,259.7938998127883,0.16296989948152366,1.1428274183130307,0.20191518694597163,1.243762753763098,0.21251862279635783,99.97504420307067
etanni,876.7431861162186,1.8486835548771545,421.6954709000645,0.18927442946155434,809.573487511703,0.07914483639373451,2.079090828850741,1.8583475712904813,1.0829692420029313,1.8503769321954446,99.94826839117681
fannkuchredux,2471.58460021019,0.19356375884087942,943.987949086087,0.10359076316159582,793.1683405768126,0.03963223576876298,2.618237449538451,0.21954037202531101,3.116090839446251,0.19757945958181214,74.28186568945546
fluentd,2585.0186232477427,0.9765598820094162,2746.3101943954825,0.9621310425993829,2401.6205675899982,0.8608887291437767,0.9412697183745322,1.3708994661475438,1.0763642925667407,1.3018443098608343,99.97567932457204
graphql,4307.391479983926,0.05158052295727097,4008.2770662382245,0.0893201042042441,3616.4921034127474,0.05787686415617591,1.074624186103587,0.1031437412720839,1.1910413065520598,0.07752600694668851,99.4408523056943
graphql-native,678.8951731153896,0.1229110752027281,659.2269426004755,0.09611573910965274,606.9448643829674,0.12752474955799759,1.0298352953192844,0.15603002182940792,1.118545049072239,0.17711491794120757,99.94830320525378
lee,1495.4687370495362,0.604688323132708,1192.16436392162,1.5519512818608852,1041.6924142719884,0.9003754390394875,1.2544148963907944,1.6655932124629624,1.435614502477375,1.0845846667543277,99.9555132554693
matmul,2051.0488409549,0.09774276739201118,1245.9505264957745,0.12453591225881545,1156.7623973824084,0.21400756776746976,1.6461719766060516,0.15831248219765928,1.7730943239477153,0.23527194401202403,99.64085776527683
nbody,151.19507946271113,0.04798758639382197,64.66539515518801,0.061493657723190646,62.89598284333115,0.4311283245659934,2.338114212398515,0.07800178451857016,2.4038908786802167,0.4337907798593523,99.7892574650925
nqueens,270.3459894303048,0.4036599653670935,249.89906456824895,0.4443886085484383,64.04855920208826,0.17175022098815282,1.08182073389263,0.6003520659144768,4.220953489012918,0.4386792746980902,94.61080494262649
optcarrot,7304.363217391074,0.4102793627552665,2349.2985911667347,0.4301412242522152,2074.7037893161178,0.7574305402917374,3.1091676659813174,0.5944330309665353,3.5206776287803487,0.8614117359715392,99.49147773566166
protoboeuf,163.92871469388461,0.3206367484929796,54.48171695073446,0.3899372519606572,38.430911387232214,1.0673800234188664,3.008875708563269,0.5048356019049958,4.26554325090365,1.1144990080201103,99.98815186716458
rack,63.97154910209911,0.8292485811337822,38.75690161040862,1.053628549739036,35.334051649959775,1.0810321646163035,1.6505847073420028,1.3408155466497156,1.8104787341072428,1.3624550452207227,99.87115599896235
ruby-json,4370.988607220352,0.037926925342326265,3774.7714184224606,0.10006106073067693,3813.702293485403,0.06609292724392592,1.157947892126157,0.10700779196147636,1.1461273772436065,0.07620188119458256,99.98259674688775
rubykon,13957.773452810943,0.652799329387741,7472.353078611195,2.054282872145422,6659.925555810332,0.5348799381604241,1.867922099768487,2.155510399705631,2.0957852059823305,0.8439452071642941,99.9479334943665
sudoku,2308.0522757023573,0.026601454173520653,839.258631476416,0.0413836334902498,732.6806947709091,0.035927306473556624,2.7501084756698337,0.04919596004756127,3.1501475228906193,0.04470356489801214,99.71182768971646
tinygql,929.9319874819206,0.11011080957857293,547.4932373811802,0.08993355945890547,496.54899442604943,0.13882692202220942,1.6985268930992765,0.14217044525145595,1.8727899923688487,0.1771928459735589,99.98270967848372
30k_ifelse,2497.792781330645,0.10717239079638048,359.5435078662466,0.07962820172752678,358.90160511497044,0.08977844633647326,6.947122466913924,0.13351618575802635,6.959547535404593,0.13980733448429344,99.93971119059896
30k_methods,6805.853965878487,0.033756256372013765,832.4165526920787,0.03326816332026414,838.6822343589022,0.05770575869219395,8.176019498732934,0.047394678340050886,8.11493756163913,0.06685386623445824,99.97606817435218
cfunc_itself,120.19575627831121,0.25991915162627804,26.80220072456884,6.770544551857474,24.446481400462442,8.536235029544356,4.484548023257323,6.775531823707202,4.916689412654597,8.540191241711293,94.96232156146405
fib,280.26752339257877,0.07378617623426402,48.01370151401535,0.21323487519491377,47.823333497909665,0.07450353134956898,5.837240507499048,0.22564022647272872,5.860476526690243,0.1048578847146464,99.99385477735547
getivar,136.4870322868228,0.13050591412204998,22.657966895722875,49.06441369854936,21.390496011019376,64.6399308917231,6.02379873335358,49.06458726389145,6.380732462515647,64.64006263518283,76.04634583345012
keyword_args,310.1137207242949,0.06623259817314345,40.90768027012127,5.155413164263124,31.284819138078493,7.79922152503658,7.580819021674035,5.155838598261032,9.912594327478091,7.799502750410098,96.19196838738712
respond_to,292.74633913351005,0.10830354650083564,17.198243365554568,7.848368374898571,13.834815541801337,12.10138166920571,17.021874438632253,7.849115606633189,21.1601187055215,12.101866300780744,95.31946353438643
ruby-xor,823.183592201935,0.03586801769697949,288.4131299450676,0.20393250102879293,182.8793965640568,0.132816794318559,2.854182097599794,0.2070627433155696,4.501237469435766,0.1375747634799684,99.9922900507644
setivar,84.77973468536727,0.1190479760557377,12.46539453004903,42.44055029912768,8.269226180111659,68.15902190136725,6.801207493352704,42.440717266716746,10.252438721445458,68.1591258671329,85.09157408435763
setivar_object,116.13299978156405,0.63910483324043,61.16576454507471,36.13837821417866,41.03865391001169,30.276454952939467,1.8986601515621129,36.14402903577428,2.8298442740402003,30.283199624630885,82.09429792326492
setivar_young,116.13233605900922,0.9719780321728713,57.676884050140835,29.967030357447722,39.2134901080483,32.08074012802742,2.013498786759193,29.98278922547434,2.9615404224163626,32.09546118156048,82.09429829875793
str_concat,93.93483606437522,0.7952385567310116,46.27064999987059,1.3483381040116398,46.42651590618229,1.3234797760781944,2.0301170626442016,1.5653817441254787,2.0233014308934303,1.5440217225802264,99.89154025327052
throw,32.05822546389074,0.16994608482136025,25.567752638786928,0.25752560928075563,26.01695157039979,0.2715924804318524,1.2538538649367876,0.3085467730855946,1.2322052941961223,0.3203812528429763,99.98245838420223
