bench,No JIT (ms),No JIT RSD,YJIT (ms),YJIT RSD,YJIT spd,YJIT spd RSD,% in YJIT
activerecord,80.82209246711619,1.7041960789167079,42.52148487243303,3.7730240542191336,1.9007354213896164,4.140047679569799,93.89759415641443
chunky-png,1055.3944690773885,0.16541047889295973,655.4164674133062,0.25246812685294323,1.6102654137492944,0.301829060238129,99.99184424481764
erubi-rails,26.343392973709467,10.760163398401215,15.951738734277992,18.87110112564485,1.6514433575257415,21.723249620040907,91.77164170599055
hexapdf,3399.8537542919316,1.0543632923948403,2091.94737461706,2.1005720495291302,1.6252099816393752,2.3503371859400723,91.8262655078324
liquid-c,82.08943156729997,0.3537218250123738,59.11166652572792,0.46615988686031146,1.3887179366119062,0.5851702056732748,93.3654201408839
liquid-compile,75.36295621559537,0.07931842589719673,57.35294768672394,1.2846902115105199,1.3140206258838967,1.2871364932429479,93.94920176001096
liquid-render,198.71482670229548,0.11798400624798609,103.76770347162771,0.2208581891617418,1.9149968637074861,0.250396815974422,87.93881352471104
mail,171.6848349018443,0.14353202294842374,128.55455715569758,0.17656094858659857,1.3355017410538774,0.227541666904034,99.25974682637509
psych-load,2627.467729151249,0.043649910670798715,1871.507636954387,0.07016161145603717,1.4039310752838177,0.08263150987169866,99.98925784223822
railsbench,2761.4931082973876,0.49292399346486465,1796.5270197639863,0.9460335894517024,1.5371286253519143,1.0667490875103771,93.71805604399887
ruby-lsp,80.9892936816646,2.9356655957580657,55.47458642783264,7.0017278263646325,1.4599350603005263,7.592254279501337,79.0064092186752
sequel,88.8203528879332,0.9315539744159178,68.86704675725235,1.0589848329765708,1.2897366312369067,1.4104047942787588,93.73652943978699
binarytrees,478.4117931735584,0.05221351738045801,227.74754402538142,0.07735341979657903,2.100623281014357,0.09332632507211015,99.99742337426555
erubi,312.0245308458031,1.9507389069996746,258.2805184042686,0.06426600745053207,1.2080838801686649,1.9517972238416357,99.98391591071166
etanni,419.1806810571158,0.08259781685436506,419.7266735929124,0.03706419710253983,0.9986991712222556,0.09053261321735474,9.969639302829826
fannkuchredux,2319.9357750753943,0.17373417300648647,761.7727193551568,0.0862537288140019,3.0454434979493987,0.19396718434974292,91.08485786413173
lee,1351.5708071179688,0.8203560329728465,968.4714388102293,1.126440397764535,1.3955711577600869,1.3935034949905472,99.96977944109068
nbody,117.80493547112997,0.0574438384494839,75.78245753656095,0.05567948223374221,1.554514584253162,0.07999999573517501,99.99758878867436
optcarrot,6661.415507520239,0.6548016988256485,2241.8864915768304,0.6134374110790293,2.97134379128844,0.8972573332641518,96.78117293364707
rack,136.80465424179354,0.6895495889616089,113.96441727199338,0.8614869545853061,1.2004155114072883,1.1034665416576024,92.99316658550082
ruby-json,3811.992588018378,0.3127109285873429,3187.1436861654124,0.07037185285209328,1.1960529437581608,0.3205313128725412,99.99581058221807
rubykon,13647.50148219367,0.41090954020281606,6961.5515888979035,0.36921196213341756,1.9604108808097236,0.5524166210498177,99.79842208160176
30k_ifelse,2468.131764492552,0.019566892036228682,354.849803461028,0.06981019073944895,6.955426607030992,0.07250052410179994,99.98680224586614
30k_methods,6967.9937532738495,0.0043471715847554476,835.1748610806206,0.026817658395446184,8.343155521058264,0.02716771434261908,99.9938578748154
cfunc_itself,112.22408619797686,0.22967962154500457,36.87468894764128,0.5410334419972582,3.0433907214058102,0.5877668873902792,99.99775288318645
fib,262.46888720518837,0.08903436791777493,44.06850697435685,0.08217522589391676,5.955928739721478,0.1211605811360855,99.99944309589175
getivar,130.1107450091226,0.19459310008391528,21.2951588266922,1.002168651059966,6.109874364779877,1.0208861247796548,97.85712866567066
keyword_args,290.27196905177163,0.06957903464036297,45.6909167215876,0.09899161580782032,6.352946928609702,0.1209982729700219,99.9990014744921
respond_to,285.9160046037062,0.46799018281187327,24.245092768715807,0.23616345561654492,11.792737084208333,0.5242022405303495,99.99895067924575
setivar,76.34783687514673,0.3444959476320035,12.013024693636098,0.12550507221934923,6.3554216213000885,0.3666455796646894,98.7316616288169
setivar_object,104.65919045633392,0.09450923662929338,42.07598622300123,0.03135311182361917,2.487385320017074,0.09957416044976798,95.70240992548749
setivar_young,104.02183699368422,0.5087980022609617,42.18814273150224,1.4296144915402274,2.465665238114648,1.517456095419755,95.68505955071188
str_concat,85.37822301711952,0.18456114677638305,43.91783554711493,0.48798424258002443,1.9440444173421525,0.5217196928483855,99.97277026822304
throw,32.953022390935566,0.5399984105152594,24.752989722178658,0.27880167422491076,1.3312744343528606,0.6077241618609712,64.80550157860438
