bench,No JIT (ms),No JIT RSD,YJIT 3.3 (ms),YJIT 3.3 RSD,YJIT 3.4dev (ms),YJIT 3.4dev RSD,YJIT 3.3 spd,YJIT 3.3 spd RSD,YJIT 3.4dev spd,YJIT 3.4dev spd RSD,% in YJIT
activerecord,1501.0631512850523,0.08514740483641697,976.2660518643402,0.03573114252532335,914.5182215649148,0.051894690083793715,1.5375554116816066,0.09234064704420071,1.6413704132832339,0.0997152917524172,99.80912359658143
chunky-png,2648.5946487635374,0.2417970695643252,1433.4888525984504,0.10102777640391745,1250.6457945065838,0.11145627188403989,1.847656257641972,0.2620542586088138,2.1177815976333134,0.2662486120004838,99.9883913087319
erubi-rails,4621.722672134638,0.09706649431813563,3315.113938227296,0.10137680021941509,3107.7722504734993,0.09779681486745753,1.3941369009494828,0.14035369586134827,1.4871497328771353,0.1377901350512163,99.84157647129318
hexapdf,8742.745035514235,0.4088604215554059,6467.220278829336,0.6118307022173681,5287.035981193185,1.463209116322304,1.3518551492878488,0.7358693175355676,1.653619356216517,1.5192589517271773,99.05219490844851
liquid-c,238.60504327277684,0.45497834319442737,196.71501072359757,0.5172604149971975,181.79740963443632,0.5554257576289724,1.2129478192593983,0.688885788573853,1.3124776846522237,0.7179854211706976,99.66757080207164
liquid-compile,220.60542565489573,0.1276364017853006,179.48327170815438,2.821403596485346,172.93645244983077,0.35229707170592944,1.2291141316702054,2.824289168148535,1.2756444493325885,0.374705588153248,99.8945527313908
liquid-render,577.8591958362432,0.10059234860427722,313.0164659300516,0.11585756572455963,286.1363468593673,0.10619715263761405,1.8460983965149451,0.15343336056198822,2.019523916408475,0.14627595778548547,99.86291416259823
lobsters,3205.1217533648014,0.4462264019820552,2347.419059276581,1.2258947693409987,2238.144477456808,0.9298378524728665,1.3653811579567494,1.3045826870396031,1.4320441712533074,1.031366294638914,99.03253664876334
mail,476.11327261592334,0.18899983415627358,369.8206551480984,0.18427710679372586,337.25919417644803,0.21721507227967654,1.2874166599084602,0.26396778098731133,1.4117132485551434,0.28792937491086945,99.75954646242418
psych-load,8128.626731410623,0.038797690805645234,5424.932163953781,0.037229563614856374,4667.644951120019,0.046038649470803335,1.4983831107459127,0.05377082125840265,1.7414835139635305,0.06020646192017887,99.992109285385
railsbench,9540.13898819685,0.054432363792449555,6295.094883441925,0.44839017010565063,5798.255139216781,0.03483658988397684,1.5154877193813883,0.4516819975108681,1.6453465325579855,0.06462561584060898,99.80797525051067
rubocop,532.2498035701839,0.5121116298918191,397.11836184251985,4.4407435292303035,358.1883829707901,4.206015260435393,1.34028001400059,4.470174651383464,1.4859493743368788,4.237077140256696,99.63073581092391
ruby-lsp,402.2678128228738,0.2043386061858891,300.00492409718305,1.0738490516277501,310.03134758319965,0.6459067438434826,1.3408707008174436,1.0931175836385627,1.2975069003785873,0.6774583291394992,97.52564859595688
