bench,CRuby 3.4.0dev mem (MiB),YJIT 3.3.1 mem (MiB),YJIT 3.4.0dev mem (MiB),Inline Code,Outlined Code,YJIT Mem overhead
activerecord,68.03515625,79.15234375,75.50390625,2,2
chunky-png,50.80078125,45.80078125,54.640625,1,1
erubi-rails,110.0859375,108.703125,115.9453125,2,2
hexapdf,171.2734375,167.30859375,248.03515625,2,2
liquid-c,37.53515625,40.4375,41.5859375,1,1
liquid-compile,35.08203125,36.73046875,37.94140625,1,1
liquid-render,37.19921875,41.6796875,42.875,1,1
lobsters,274.96484375,315.9921875,331.30078125,8,7
mail,69.47265625,54.7734375,72.26953125,1,1
psych-load,34.45703125,34.953125,36.5625,1,1
railsbench,108.6796875,115.60546875,115.25390625,3,3
rubocop,93.74609375,120.44140625,125.1796875,6,5
ruby-lsp,75.0703125,88.3671875,94.15234375,1,1
sequel,39.71484375,40.3984375,42.671875,1,1
binarytrees,27.375,24.234375,27.51953125,1,1
blurhash,22.68359375,22.01953125,23.01953125,1,1
erubi,30.95703125,31.015625,32.36328125,1,1
etanni,25.26171875,23.48828125,25.0390625,1,1
fannkuchredux,21.1875,20.45703125,21.42578125,1,1
fluentd,609.24609375,631.37109375,660.4453125,1,1
graphql,41.80859375,42.37890625,44.578125,1,1
graphql-native,39.8984375,40.23828125,42.6171875,1,1
lee,34.31640625,36.72265625,35.28515625,1,1
matmul,28.8828125,32.8125,26.90625,1,1
nbody,21.3125,20.51171875,21.53515625,1,1
nqueens,21.94921875,20.55078125,22.6875,1,1
optcarrot,67.65234375,60.296875,76.4296875,1,1
protoboeuf,33.62109375,29.98046875,36.5,1,1
rack,32.12109375,32.58203125,34.140625,1,1
ruby-json,22.15625,21.2734375,22.38671875,1,1
rubykon,48.234375,48.76953125,46.8984375,1,1
sudoku,21.38671875,20.859375,21.609375,1,1
tinygql,29.37109375,29.73828125,31.6015625,1,1
30k_ifelse,146.0,90.91796875,154.44140625,5,5
30k_methods,92.96875,58.68359375,102.48046875,2,2
cfunc_itself,21.32421875,20.58203125,21.52734375,1,1
fib,21.26171875,20.45703125,21.52734375,1,1
getivar,21.32421875,20.58984375,21.52734375,1,1
keyword_args,21.26171875,20.52734375,21.52734375,1,1
respond_to,21.26171875,20.609375,21.46875,1,1
ruby-xor,22.44921875,21.52734375,22.59375,1,1
setivar,21.328125,20.5859375,21.52734375,1,1
setivar_object,21.32421875,20.390625,21.52734375,1,1
setivar_young,21.32421875,20.4609375,21.52734375,1,1
str_concat,47.3125,46.6015625,49.7890625,1,1
throw,21.38671875,20.5859375,21.52734375,1,1
