bench,CRuby 3.3.6 mem (MiB),CRuby 3.5.0dev mem (MiB),YJIT 3.3.6 mem (MiB),YJIT 3.5.0dev mem (MiB),Inline Code,Outlined Code,YJIT Mem overhead
activerecord,54.22265625,65.05859375,68.859375,66.0078125,3,2
chunky-png,49.65234375,51.8203125,51.75390625,52.54296875,1,1
erubi-rails,100.578125,95.5390625,105.51953125,113.56640625,4,3
hexapdf,146.796875,130.23046875,257.23828125,153.3984375,3,2
liquid-c,26.6328125,28.23828125,32.30078125,32.66796875,1,1
liquid-compile,23.94921875,25.16015625,26.9609375,28.52734375,1,1
liquid-render,26.4921875,26.96875,32.49609375,32.23828125,2,1
lobsters,270.9609375,267.9296875,312.9375,331.23828125,14,11
mail,43.53515625,47.859375,50.4140625,50.6953125,2,1
psych-load,27.125,23.03515625,27.05078125,25.2265625,1,1
railsbench,97.91015625,98.35546875,114.6640625,113.88671875,6,5
rubocop,81.49609375,80.5703125,118.328125,123.58203125,11,8
ruby-lsp,52.890625,65.00390625,59.13671875,67.08984375,2,1
sequel,29.0234375,29.13671875,32.84375,32.765625,1,1
binarytrees,18.37109375,16.5546875,18.60546875,19.1640625,1,1
blurhash,13.41796875,13.19140625,13.8828125,14.109375,1,1
erubi,20.8203125,21.375,23.1015625,23.875,1,1
etanni,15.359375,18.0,15.6015625,19.14453125,1,1
fannkuchredux,12.1640625,11.86328125,12.5625,12.68359375,1,1
fluentd,178.15234375,197.828125,192.625,200.4296875,1,1
graphql,31.27734375,32.3828125,34.01953125,35.64453125,1,1
graphql-native,29.21875,35.203125,32.08984375,38.64453125,1,1
lee,22.03125,26.26171875,24.16015625,29.18359375,1,1
matmul,19.5625,19.37109375,19.79296875,19.04296875,1,1
nbody,12.30859375,11.9921875,12.6015625,12.6171875,1,1
nqueens,12.91796875,12.8671875,13.14453125,14.00390625,1,1
optcarrot,53.578125,46.7890625,60.0859375,49.44921875,1,1
protoboeuf,26.44921875,31.4609375,32.7734375,27.62890625,1,1
protoboeuf-encode,57.03515625,47.234375,62.8046875,76.86328125,1,1
rack,22.88671875,22.74609375,25.05859375,25.25,1,1
ruby-json,12.8125,12.7578125,13.0859375,13.27734375,1,1
rubyboy,73.328125,75.91015625,76.05859375,78.8515625,2,1
rubykon,16.890625,18.1171875,18.6796875,19.75390625,1,1
sudoku,12.5546875,12.1171875,12.88671875,12.953125,1,1
tinygql,18.84765625,18.97265625,21.046875,22.35546875,1,1
30k_ifelse,51.953125,108.4296875,86.6796875,120.93359375,10,8
30k_methods,41.171875,50.91015625,51.78515625,54.8203125,4,3
cfunc_itself,12.29296875,11.98828125,12.625,12.52734375,1,1
fib,12.2578125,11.8671875,12.625,12.5234375,1,1
getivar,12.30078125,11.921875,12.62890625,12.5390625,1,1
keyword_args,12.23046875,11.8671875,12.6328125,12.53515625,1,1
loops-times,14.44921875,14.61328125,15.9453125,21.09765625,1,1
object-new,12.47265625,12.05078125,12.63671875,12.5234375,1,1
respond_to,12.171875,11.921875,12.58984375,12.5546875,1,1
ruby-xor,13.3515625,13.79296875,13.57421875,14.28125,1,1
setivar,12.37890625,12.046875,12.65625,12.57421875,1,1
setivar_object,12.3046875,11.98828125,12.59375,12.53125,1,1
setivar_young,12.31640625,11.9921875,12.625,12.53515625,1,1
str_concat,38.2890625,38.3203125,38.984375,38.6953125,1,1
throw,12.4453125,12.05859375,12.62890625,12.53125,1,1
