bench,No JIT (ms),No JIT RSD,YJIT 3.3.1 (ms),YJIT 3.3.1 RSD,YJIT 3.4.0dev (ms),YJIT 3.4.0dev RSD,YJIT 3.3.1 spd,YJIT 3.3.1 spd RSD,YJIT 3.4.0dev spd,YJIT 3.4.0dev spd RSD,% in YJIT
activerecord,1531.1330646276474,0.062482476548675885,988.0423622117156,0.05976938606041641,919.5860817056636,0.0488157423118035,1.5496633779954867,0.0864664061106678,1.6650241832582724,0.07929083536644217,99.80937167009401
chunky-png,2500.502074882388,0.5245371434163686,1396.9408329576254,0.08040155010494694,1269.1142314246722,0.04752367897583348,1.7899842397678971,0.5306633811397602,1.9702734497551053,0.5266855939617127,99.98838078524817
erubi-rails,4740.600238367915,0.1013363843728724,3278.3065516501665,0.06381630592245084,3109.845507144928,0.037797871094372264,1.4460515402324683,0.11975635139463113,1.5243844838839415,0.10815609949065896,99.84158125776307
hexapdf,8708.027108758688,0.47742742691959594,6445.188043266535,0.7226186296993091,5212.100529670715,2.072053067717876,1.3510896889744286,0.8660915840507707,1.6707327610407459,2.1263444837123937,97.64112187897861
liquid-c,236.36741117916554,0.49351586420311316,197.62269420627976,0.17218527769461947,179.06094719744792,0.6073821040207572,1.1960539862514161,0.5226908054241235,1.3200388743533598,0.7826052188075592,99.66648971903184
liquid-compile,220.05779733221362,0.12515294006048117,180.68991382756542,2.834637647043182,171.64507714986075,0.31109658643807575,1.2178753792655934,2.8373991344962888,1.2820513176738793,0.3353272200391813,99.89193993896451
liquid-render,583.689211823401,0.05140731063012661,313.8590870972942,0.11376046768246721,287.1218482230572,0.0870697678752125,1.8597174203927422,0.12483651546545184,2.032897236611366,0.10111308552341637,99.86184884658519
lobsters,3234.6703089773655,0.4186885154547253,2336.0529888421297,1.3621823920033254,2220.2226240187883,1.0462349685202508,1.3846733462072012,1.4250757671287457,1.4569125969549586,1.1269018068706127,99.02441113544972
mail,475.1861237276059,0.17732918542252563,368.30483643071994,0.18263417296046688,334.77545045800025,0.24596517807544396,1.2901978924107635,0.2545601719349871,1.4194174724506003,0.3032235294766904,99.7594939584429
psych-load,8371.346805989742,0.11593689176611145,5406.735904142261,0.022494652406937675,4721.014968678355,0.02581336849385251,1.5483180525936555,0.11809899347283187,1.773209121667601,0.11877580926007811,99.99210402439317
railsbench,9554.659600928426,0.051557543122658166,6295.828226953745,0.5095732901091242,5807.110969349742,0.05467381963896206,1.5176175804833665,0.5121748902918635,1.645337871337134,0.07514923024727871,99.8079661385505
rubocop,533.6340653964064,0.49522136685612766,398.906059000852,4.440938854609653,355.1916342849533,4.190440391972422,1.3377436951772814,4.468465297232658,1.5023835414104862,4.219601270364872,99.63073628107993
ruby-lsp,402.6606739140474,0.1453136824149636,301.05112933299756,1.0551621384234993,320.07739024169473,0.6702645784923487,1.3375159057073587,1.065121215946546,1.25801036308748,0.6858357467196666,97.52442531194758
