bench,CRuby 3.3.4 mem (MiB),CRuby 3.4.0dev mem (MiB),YJIT 3.3.4 mem (MiB),YJIT 3.4.0dev mem (MiB),Inline Code,Outlined Code,YJIT Mem overhead
activerecord,61.02734375,55.25390625,64.8984375,65.98828125,3,3
chunky-png,48.02734375,44.0859375,50.65625,52.4375,1,1
erubi-rails,99.07421875,103.8671875,107.66015625,115.42578125,4,3
hexapdf,169.6640625,164.94140625,284.6328125,261.2421875,3,3
liquid-c,27.95703125,26.37890625,32.203125,33.98828125,1,1
liquid-compile,24.10546875,25.27734375,27.42578125,28.69921875,1,1
liquid-render,26.73046875,25.82421875,32.05859375,32.61328125,2,1
lobsters,262.44921875,281.26953125,320.234375,326.6328125,15,12
mail,44.609375,48.97265625,48.53515625,54.9453125,2,1
psych-load,25.44921875,23.89453125,26.5546875,28.01171875,1,1
railsbench,98.48828125,97.703125,115.671875,124.39453125,6,5
rubocop,82.3125,80.8515625,119.1640625,124.56640625,11,9
ruby-lsp,53.03125,56.84765625,58.5625,65.890625,2,2
sequel,29.02734375,28.46484375,31.5234375,32.7265625,1,1
binarytrees,18.578125,17.44921875,19.6796875,21.69921875,1,1
blurhash,13.58203125,13.83984375,14.171875,14.6953125,1,1
erubi,20.58203125,37.8515625,21.79296875,23.23046875,1,1
etanni,15.13671875,19.0703125,15.79296875,19.37109375,1,1
fannkuchredux,12.2109375,12.5390625,12.625,13.25390625,1,1
fluentd,182.734375,245.45703125,184.859375,223.93359375,1,1
graphql,31.65234375,33.16796875,34.72265625,38.32421875,1,1
graphql-native,29.484375,33.8828125,30.73828125,39.44921875,1,1
lee,25.76953125,24.7421875,24.1328125,27.34375,1,1
matmul,17.640625,20.21875,17.9453125,21.70703125,1,1
nbody,12.28125,12.62109375,12.703125,13.43359375,1,1
nqueens,12.734375,12.91015625,13.02734375,15.1328125,1,1
optcarrot,52.94921875,47.203125,58.46875,51.78515625,1,1
protoboeuf,26.51171875,26.46875,32.80859375,29.046875,1,1
protoboeuf-encode,56.65234375,46.59375,61.8515625,115.3046875,1,1
rack,22.8203125,21.9375,25.03125,24.5,1,1
ruby-json,12.75,13.19140625,13.140625,13.94921875,1,1
rubykon,16.75,16.7421875,18.28125,18.29296875,1,1
sudoku,12.48046875,12.86328125,12.9140625,13.6640625,1,1
tinygql,18.8359375,20.35546875,20.89453125,22.47265625,1,1
30k_ifelse,51.92578125,109.3828125,86.796875,125.1875,11,9
30k_methods,41.20703125,52.84375,51.8984375,59.0859375,4,3
cfunc_itself,12.28515625,12.5859375,12.69140625,13.44921875,1,1
fib,12.22265625,12.5234375,12.6875,13.44140625,1,1
getivar,12.2890625,12.53125,12.69921875,13.453125,1,1
keyword_args,12.22265625,12.5234375,12.6953125,13.44921875,1,1
object-new,12.41015625,12.76953125,12.67578125,13.421875,1,1
respond_to,12.23828125,12.53515625,12.6953125,13.4765625,1,1
ruby-xor,13.34765625,14.58984375,13.62890625,15.28125,1,1
setivar,12.3515625,12.65234375,12.69921875,13.5,1,1
setivar_object,12.32421875,12.59375,12.703125,13.3984375,1,1
setivar_young,12.28515625,12.58984375,12.69140625,13.37890625,1,1
str_concat,38.3515625,38.8984375,51.73046875,66.49609375,1,1
throw,12.4140625,12.7734375,12.68359375,13.46484375,1,1
