bench,CRuby 3.1.0dev (ms),CRuby 3.1.0dev RSD,MJIT3.0 (ms),MJIT3.0 RSD,YJIT 3.1.0dev (ms),YJIT 3.1.0dev RSD,MJIT3.0 spd,MJIT3.0 spd RSD,YJIT 3.1.0dev spd,YJIT 3.1.0dev spd RSD,% in YJIT
activerecord,149.43044901941903,1.6280376642081238,158.0239962018095,0.701566249794068,120.6642676203046,1.6585070064995175,0.9456187200112582,1.7727667186999978,1.238398508244655,2.324037892696295,74.97224439157264
lee,1122.8541208570823,1.0275815843183322,862.9878207016736,4.194995789830718,1004.0319355134852,1.380240257199899,1.3011239485907438,4.319017664831624,1.1183450258311043,1.720751893802653,51.500776796684065
fib,203.8925073214341,0.027569049830832887,62.651652147760615,0.041359132157526554,63.07143384241499,0.04969101053590314,3.2543835690168934,0.04970543553172725,3.232723515226606,0.05682648182541467,99.99993320718704
getivar,93.06904337950982,0.2181200078891932,90.86354456958361,0.10990238825187956,36.2836296367459,0.04614546494465612,1.024272647741991,0.24424347030176383,2.5650422604152876,0.22294784541802637,87.25656026233047
respond_to,232.6625905209221,0.15713972449897945,199.5928205968812,0.40576152369308155,159.78487419895828,0.18075913664862667,1.165686169598415,0.43512677132687017,1.45609896861213,0.23951358729218694,99.99979116732507
