bench,CRuby 3.3.0dev mem (MiB),YJIT 3.3.0dev mem (MiB),Inline Code,Outlined Code,YJIT Mem overhead
activerecord,42.71484375,48.7734375,2,1
chunky-png,54.70703125,55.609375,1,1
erubi-rails,79.5,88.44921875,3,3
hexapdf,193.9375,284.4453125,3,2
liquid-c,25.5078125,29.6484375,1,1
liquid-compile,25.09375,28.51171875,1,1
liquid-render,26.37890625,30.85546875,1,1
mail,37.68359375,40.640625,2,1
psych-load,24.6171875,26.73828125,1,1
railsbench,78.73828125,95.6015625,5,4
ruby-lsp,81.0234375,124.1953125,10,7
sequel,28.265625,32.44921875,1,1
binarytrees,17.8671875,18.3515625,1,1
erubi,20.640625,22.60546875,1,1
etanni,15.25390625,15.640625,1,1
fannkuchredux,12.02734375,12.65234375,1,1
lee,22.6796875,26.6953125,1,1
nbody,11.99609375,12.5390625,1,1
optcarrot,50.28125,53.1953125,1,1
rack,20.80078125,22.71875,1,1
ruby-json,12.58203125,13.05859375,1,1
rubykon,42.45703125,44.19921875,1,1
30k_ifelse,55.89453125,95.85546875,10,7
30k_methods,47.08203125,59.6015625,4,3
cfunc_itself,11.91015625,12.3046875,1,1
fib,11.91015625,12.30859375,1,1
getivar,11.9765625,12.39453125,1,1
keyword_args,11.9140625,12.3359375,1,1
respond_to,12.04296875,12.48046875,1,1
setivar,11.9765625,12.38671875,1,1
setivar_object,11.9140625,12.3203125,1,1
setivar_young,11.9140625,12.32421875,1,1
str_concat,38.2265625,70.47265625,1,1
throw,11.9765625,12.36328125,1,1
