bench,CRuby 3.4.0dev mem (MiB),YJIT 3.3.1 mem (MiB),YJIT 3.4.0dev mem (MiB),Inline Code,Outlined Code,YJIT Mem overhead
activerecord,55.32421875,67.51171875,65.28515625,3,2
chunky-png,43.90625,55.15625,36.4609375,1,1
erubi-rails,101.86328125,103.87890625,107.07421875,3,2
hexapdf,153.94921875,167.54296875,237.6640625,3,2
liquid-c,28.2578125,30.87890625,32.34375,1,1
liquid-compile,27.00390625,29.265625,30.0625,1,1
liquid-render,29.078125,32.77734375,33.9453125,1,1
lobsters,267.9765625,310.5078125,321.6015625,12,8
mail,62.1875,46.578125,65.234375,2,1
psych-load,26.28515625,26.95703125,28.46484375,1,1
railsbench,100.3359375,110.24609375,111.0546875,5,4
rubocop,85.328125,116.671875,121.44140625,9,6
ruby-lsp,68.078125,81.375,73.33984375,1,1
sequel,31.734375,32.65625,34.76953125,1,1
binarytrees,19.1484375,18.5078125,19.2890625,1,1
blurhash,14.21875,13.53125,14.515625,1,1
erubi,22.828125,22.5234375,24.578125,1,1
etanni,16.5625,15.3359375,16.8359375,1,1
fannkuchredux,13.0234375,12.19140625,13.19921875,1,1
fluentd,606.91796875,592.5390625,646.5703125,1,1
graphql,33.66796875,35.7578125,36.81640625,1,1
graphql-native,31.78515625,32.2734375,34.84765625,1,1
lee,25.734375,28.0625,27.234375,1,1
matmul,18.56640625,24.60546875,18.7265625,1,1
nbody,13.0234375,12.2421875,13.24609375,1,1
nqueens,13.25390625,12.2890625,14.49609375,1,1
optcarrot,55.3125,54.71484375,58.14453125,1,1
protoboeuf,25.4375,21.7109375,26.25,1,1
rack,24.0625,24.51953125,26.171875,1,1
ruby-json,13.9375,13.0,14.1796875,1,1
rubykon,37.7734375,40.04296875,38.6875,1,1
sudoku,13.06640625,12.546875,13.30859375,1,1
tinygql,21.29296875,21.76953125,23.56640625,1,1
30k_ifelse,137.796875,86.17578125,150.7265625,8,7
30k_methods,84.5,51.359375,88.87109375,3,3
cfunc_itself,13.00390625,12.36328125,13.203125,1,1
fib,13.00390625,12.23828125,13.19921875,1,1
getivar,13.00390625,12.3671875,13.203125,1,1
keyword_args,12.94140625,12.1875,13.20703125,1,1
respond_to,12.94921875,12.34765625,13.2109375,1,1
ruby-xor,14.19140625,13.28125,14.328125,1,1
setivar,13.00390625,12.36328125,13.203125,1,1
setivar_object,13.00390625,12.23828125,13.203125,1,1
setivar_young,13.00390625,12.2421875,13.203125,1,1
str_concat,39.12109375,38.296875,39.69140625,1,1
throw,13.06640625,12.37109375,13.20703125,1,1
