bench,CRuby 3.3.6 (ms),CRuby 3.3.6 RSD,CRuby 3.4.0dev (ms),CRuby 3.4.0dev RSD,YJIT 3.3.6 (ms),YJIT 3.3.6 RSD,YJIT 3.4.0dev (ms),YJIT 3.4.0dev RSD,CRuby 3.4.0dev spd,CRuby 3.4.0dev spd RSD,YJIT 3.3.6 spd,YJIT 3.3.6 spd RSD,YJIT 3.4.0dev spd,YJIT 3.4.0dev spd RSD,% in YJIT
activerecord,273.94476930468437,0.05252138646128568,271.56604468871353,0.0536096943409917,134.05889313219308,0.06703834229226249,135.98641915796284,0.03972183299617369,1.0087592858624777,0.075049952452685,2.0434658447802665,0.08516240586732078,2.014500940615754,0.06585074071255109,99.93953938685274
chunky-png,702.2729671842076,0.423699156194752,703.8585093157986,0.08242219152490365,393.9427158888133,0.06416439739041234,299.6254894999947,0.07368642721423654,0.9977473567334828,0.43164150937544554,1.7826778840160549,0.4285300979541807,2.3438358610815717,0.4300589081925218,99.99690950397452
erubi-rails,950.1278760000989,0.09954046979819853,918.1205960000106,0.12884074790602598,603.8563027000691,0.06295693448606829,613.6721299999863,0.12728412726356025,1.034861738359356,0.16281352354343975,1.5734337320844696,0.11777894857541041,1.5482662965321892,0.161584510956008,99.94050086498856
hexapdf,2138.168985899756,0.6525099164940233,2062.1799829001247,0.8527028928294098,1225.4499465001572,2.259496116479926,1213.7077086999852,3.0456156997407637,1.036848870433106,1.0737184987522015,1.7448031982100067,2.3518273515525974,1.7616836167168872,3.1147301940345424,97.7315823014705
liquid-c,44.60083109428045,0.5520623419187902,45.007315728131715,1.1780791200485352,35.24798130345655,0.8645345495931319,34.38295739417538,0.5860247828800741,0.9909684764071102,1.3010162345102347,1.265344267812203,1.0257645035801632,1.297178441719386,0.8051073689356576,99.76719099836416
liquid-compile,45.96430004012066,0.432062869446834,45.903739335924975,0.11898250892317938,36.59268343433366,0.1869527785283152,36.86750911269686,0.10680813215641188,1.0013192978409122,0.4481463606728123,1.2561062957463769,0.4707755989365731,1.2467427593119098,0.44506887135517964,99.96040572770573
liquid-render,120.51958215161889,0.15385872176021614,121.87664123140377,0.10479817126858554,52.59010699423532,0.3793256936259675,52.435801863997895,0.14321760901763392,0.9888653062139424,0.18615897228693382,2.2916778276345715,0.4093415299068847,2.298421648327398,0.21019940483839494,99.90045331530105
lobsters,837.1389500000312,0.5589174248627156,843.3288457744634,0.8660811962985724,591.0484100999383,1.2246778359124586,592.2890865999761,1.3675481630985162,0.9926601635821578,1.0307692886369557,1.4163627474414189,1.3461888758975808,1.4133958719476174,1.4773546176220846,99.51660346121722
mail,104.79284133808599,0.25873723791827424,106.31529848377457,0.2613019884894356,70.6615105806533,0.40450048288328033,73.0376219888762,0.31488710508066664,0.9856797923967553,0.3677277355246824,1.4830257728282652,0.4801724679095883,1.4347789328908627,0.4075522631904532,99.89885473567183
psych-load,2002.2302789001515,0.0601434838886373,2032.4781485993299,0.05443294506717845,1227.9167481999593,0.051847854007875074,1152.4314176998814,0.10133729785846235,0.9851177392878622,0.08111833432060375,1.630591228465026,0.07940679202363424,1.7373964716237686,0.11784093767242983,99.99731383141356
railsbench,2289.37344660003,0.06835332178118833,2292.8281533999325,0.8855571749531947,1452.8262087000257,1.049023022971288,1333.080371700089,0.08344272200309964,0.9984932552425355,0.8881912444454776,1.5758068190747594,1.0512475823146241,1.7173559038157409,0.10786502887316744,99.81897361665595
rubocop,134.20791792132738,0.40707311025825693,132.86083663467448,0.33950310926666893,81.43186019406669,0.693909388103019,83.89347420616667,0.6704432735997047,1.0101390396205088,0.5300668621004965,1.6481008489979956,0.8044990714679771,1.5997420441965948,0.7843485833546329,99.87785122577355
