bench,CRuby 3.3.6 (ms),CRuby 3.3.6 RSD,CRuby 3.5.0dev (ms),CRuby 3.5.0dev RSD,YJIT 3.3.6 (ms),YJIT 3.3.6 RSD,YJIT 3.5.0dev (ms),YJIT 3.5.0dev RSD,CRuby 3.5.0dev spd,CRuby 3.5.0dev spd RSD,YJIT 3.3.6 spd,YJIT 3.3.6 spd RSD,YJIT 3.5.0dev spd,YJIT 3.5.0dev spd RSD,% in YJIT
activerecord,342.43319015662433,0.07664165225484014,342.58887419279074,0.07520472970705419,144.6702540382668,0.06303384674040863,138.68129951797198,0.08063474040057655,0.9995455659891663,0.10737641375396612,2.3669910060851014,0.09923310281980083,2.469209557069717,0.11124704139805344,99.93575563010559
chunky-png,832.8409234375584,0.11503466308781198,793.3928379090062,0.13333453111958557,461.45883600014105,0.10457918529629212,359.82126391167293,0.1704807498167052,1.0497207482141104,0.17609960505522476,1.8048000351591575,0.15546632982405745,2.314596181402998,0.20566151747420428,99.99725455684035
erubi-rails,1491.7061227502018,0.05802775057186422,1473.022189874996,0.044599706027796976,645.4288680999753,0.10618424028195275,650.9743857002832,0.05140296215973998,1.0126840810706261,0.07318711371680399,2.3111859361690965,0.12100542434405973,2.2914974160550186,0.07752086399948177,99.94118777541394
hexapdf,2774.5027627004674,0.7777788600017757,2698.9439531000244,0.5440482977754144,1477.9391300995485,2.2408031900665404,1461.1153773001206,2.059636186633581,1.0279956942098245,0.9491725372017396,1.8772781004273074,2.371948332421692,1.898893684787064,2.2015996857640086,98.95493282894824
liquid-c,70.4639771235662,0.6001143828425357,68.2587801769967,1.832540057410297,46.82422757800003,0.8251615681801194,45.775384735586634,5.255537320563389,1.0323064218383535,1.9282998559632294,1.5048614951776185,1.0203082309262979,1.5393421056008338,5.28968900790293,99.76440218409019
liquid-compile,72.61509467645612,0.24832342933487297,68.4751372239864,0.9180622007224927,50.20555656490278,0.16145912191657857,46.417084668917425,2.3591132316503636,1.060459279386731,0.9510534842752315,1.4463557351980276,0.29619853748238567,1.5644044686219134,2.372146657629847,99.9584652081168
liquid-render,173.51556713690354,0.18703891524315963,167.79060846548762,0.28236196181578455,66.17913556822197,0.2509505090569726,61.588983506902075,0.60709531388636,1.0341196609498766,0.33869135403165584,2.6219074281807724,0.3129851654811958,2.817315001106622,0.6352544969995221,99.89791319271562
lobsters,1231.108708200145,0.46604368082296516,1240.256741315869,0.5329059920973381,739.3330975997742,0.4672191335046061,729.7460847998082,1.0070132584683376,0.9926240811188671,0.7079445662255386,1.6651610920664957,0.6599169880733582,1.6870370856979329,1.1096271514189064,99.51569508374695
mail,149.22237181622685,0.2378148188214363,148.47835750254208,0.23072260927329402,103.46492387813723,0.24044115121137993,100.05236611291659,0.31242665733594904,1.005010927694779,0.3313439458945186,1.4422508249460806,0.33818313862007704,1.4914427075899257,0.39264017148680436,99.88446957481001
psych-load,2360.253944899887,0.02556823038537443,2486.8809814997803,0.04199271537125096,1605.4662204001943,0.02535003074459873,1482.330310299767,0.03292263887235906,0.9490819876214873,0.04916424055439564,1.4701361603930518,0.036004978319555826,1.5922591128981098,0.041684943988919455,99.99769849476276
railsbench,3504.925509199711,0.06810488142180796,3471.3924358997247,0.06701731343217358,1817.752386200027,0.18574392164460166,1716.284878100123,0.06013600210346089,1.0096598336025628,0.09554891508094017,1.9281644385716823,0.19783599091518825,2.0421583583953504,0.09085490422902867,99.82019261460464
rubocop,183.72907955133016,0.5182736766254585,181.674657310102,0.14830775434676016,95.76505002822584,2.666982083570924,88.75473408584388,0.9552231481775146,1.0113082488864777,0.5390758702467114,1.9185400049097008,2.7168733938060448,2.0700763902196675,1.0867653227339527,99.85484726294084
ruby-lsp,180.7347074161908,1.806503355925983,183.20299194337562,0.47981857858389504,96.43029101547752,0.11427011327561525,91.53884392026816,0.08434410889016725,0.9865270512178768,1.8691389042353457,1.8742524316055627,1.8101138179020295,1.9744045224518423,1.8084712615013585,99.75773728494694
sequel,68.34592583636801,0.4004507034741705,71.72800597825277,0.3787912663008334,46.139862988333235,0.5383115212451273,46.92602365089827,0.626478311065938,0.9528485408766254,0.5512200915593942,1.4812771735722259,0.6709247795529698,1.4564610533554063,0.743529313577473,99.0824726159461
binarytrees,338.8422774166126,0.07222061869032095,332.1863715349071,1.9803697167822059,150.82431748323992,2.9789775239010985,158.0952652857247,0.11282081698794619,1.0200366615010457,1.9816861590352914,2.2466024250649492,2.9798528328882172,2.143279096968684,0.13395653963073392,99.99601663808181
blurhash,346.17972001213764,0.11839999947389569,327.74269070106476,0.1328108644670766,169.71668990550737,0.02258672727767824,154.35058390347845,0.05545910024605467,1.0562545857899523,0.17792494371478856,2.039750599689866,0.12053514062104341,2.2428144504371783,0.13074506367553781,99.99478194094739
erubi,377.1476827600054,0.6925173301577681,215.08510816297024,0.5151583090625392,203.49166390806946,0.10302472231483274,333.03301847488456,0.024943914260027962,1.7534811497699792,0.8631154824037267,1.8533814875600396,0.7001388047929435,1.1324633349784436,0.6929664143574743,99.98183204909336
etanni,318.1003702666304,0.2963435574186455,285.2677312376132,0.09955913413463013,290.07941211111927,0.07062029457558405,248.46517069003517,0.11746226975458866,1.1150941218853434,0.3126204171406201,1.096597541864768,0.304641970236342,1.2802614120248927,0.31877404041019053,99.98252022370679
fannkuchredux,530.8845851345372,0.17299317044514212,478.46382456893855,0.5513622141608124,121.4154030500049,0.16211508125326096,123.5300472636895,0.7558432846031209,1.109560551652627,0.5778641087876765,4.372464875118791,0.23708213047468046,4.297615008608402,0.7753874566307456,55.722828943993264
fluentd,442.4715084761764,0.07654754499532097,421.2588187727333,5.122408984021021,400.24531303984986,0.05749801107301934,356.3836621817631,7.56610416564668,1.0503554792401562,5.122980902387211,1.1055007867940287,0.09573686814474215,1.2415594636616836,7.566491377914922,99.96998641071218
graphql,335.2155870001511,0.2275635978560059,331.70789408128724,0.06959061548549111,279.7587217544213,0.1724121233059874,273.7705328833196,0.11309921595236855,1.0105746440812902,0.23796647838050522,1.1982310503063105,0.28550154348453,1.2244399843536822,0.2541193100065607,98.42693253320179
graphql-native,674.0785903498818,0.5468728487309248,525.9015110565894,0.0836749658871228,623.0554812995251,0.9371560194796431,462.41788733314024,0.12901185152282935,1.2817582307295328,0.553237211867828,1.0818917585700976,1.0850489931454739,1.4577260283710751,0.5618843034935443,99.96998177467984
lee,1093.0843583042272,1.7809649503174119,1095.2433448259715,0.9878813368101491,793.1760255998597,0.10765312178835108,733.1669636999777,3.1093011888056425,0.9980287608850184,2.0366015049284694,1.3781106879491902,1.7842156116596106,1.4909078183063533,3.583237368214291,99.96764630628356
matmul,544.7694437842109,0.18847402036366454,522.9226622452085,0.2973310456752065,222.3884576234174,0.2820123377622182,205.8353092083204,0.4107619815994445,1.0417782267175066,0.35203438336951515,2.449630028491402,0.33919524613731605,2.6466277621633143,0.45193789604274764,99.82014784963468
nbody,118.66397760890058,0.12088098886611176,102.43716351735088,0.43741762265629,47.944734239599995,0.16813277116994965,39.607193135802596,0.14382411229064207,1.1584074913280977,0.4538131664898338,2.4750158592158797,0.2070768992682083,2.9960208793900938,0.18787652526444132,99.75449645405082
nqueens,240.15228823332868,0.11443822540232693,229.8632177381146,0.25150150221199996,240.24656049337258,0.08435329793719323,47.90255797702519,0.22130076517379044,1.0447617091436374,0.27631343262340036,0.9996076020407938,0.14216745867502406,5.013349983282927,0.24913878883011958,96.25378787051095
