bench,No JIT (ms),No JIT RSD,YJIT (ms),YJIT RSD,YJIT spd,YJIT spd RSD,% in YJIT
activerecord,204.33554894089443,1.4854608583759608,143.66200891756142,2.410622025539886,1.422335316626052,2.8315530211855595,94.74756377336557
chunky-png,2389.2991594970226,0.3620077680938975,1483.4445767104626,0.3965985109918148,1.6106426873023407,0.5369730003279958,99.99543880689887
erubi-rails,63.301549355189,2.908617898360505,48.013219237327576,31.16122447027105,1.3184191845643962,31.296676637708398,91.5995364193664
hexapdf,8099.4136688609915,0.514511012054015,5711.97792366147,2.3266608452283997,1.4179700582016843,2.38287059452329,90.99153040728203
liquid-c,236.83428715704457,0.651841096138073,187.52384189107298,0.5940140990989665,1.2629556048377815,0.8819011081424274,93.41475358983074
liquid-compile,189.58407106605011,1.3313289713148535,161.33694183028322,2.132186823569512,1.175081595791503,2.5136939910151574,93.96608960120466
liquid-render,543.4239066865606,0.2474108468317297,342.44163367354,0.3576350596256401,1.586909573047485,0.4348735023008745,87.95407821861983
mail,471.56478338782364,0.07937526332803606,382.9008537708529,0.3064545597013923,1.2315584536931632,0.3165672591885795,99.0937926621543
psych-load,7542.726318538189,0.10076739700713709,5145.3268724183245,0.10322651219341335,1.4659372486073128,0.14425595696265334,99.99269220655792
railsbench,7381.644967446725,0.3527793978800629,5304.1827373206615,0.5688518270905347,1.3916649054167893,0.6693621626241353,93.74668917035535
ruby-lsp,22.07698600573672,6.41909044269641,17.91768709404601,8.783865868592422,1.2321336950388442,10.879385171457958,89.77660352933731
sequel,233.93119987139303,0.8682444352022022,203.21361222125927,1.0606068954932817,1.1511591045224294,1.3706696852369238,95.27626243902957
binarytrees,1040.4842980634207,0.9612716313186227,492.3240653742319,0.1642423671407256,2.1134134429778766,0.9752018787625232,99.99991744798376
erubi,648.9167142706581,0.11783740779867714,570.1039377835732,0.15220879133562026,1.1382428207626314,0.19249200200673824,99.99936563358973
etanni,916.6604231814949,0.1299807650569276,903.1290493297333,0.17947430628119138,1.0149827689207915,0.2215987948972176,7.0290599157014055
fannkuchredux,5574.820098131895,1.3215492097799464,1486.7448841035366,0.1604794764741824,3.7496817091745687,1.3312572915253567,90.60211702984272
lee,3303.477568285806,0.24088389967791105,2305.324929633311,0.49133599111510984,1.4329769855094843,0.5472075559503041,99.968486769159
nbody,283.04417910692575,1.528154277206778,153.62353781824345,0.0796604011546721,1.8424532016819173,1.5302291574981486,99.99980422474792
optcarrot,15571.31268059214,0.7449689808566241,8409.807253132263,0.49766701303453187,1.8515659410377745,0.8959080523699238,96.7814586031288
ruby-json,10005.119509498278,0.11165582953843148,8439.416919897,0.04119797571960008,1.1855226023861833,0.11901385412340879,99.8442024227022
rubykon,32267.909930398066,0.40057587803119526,19437.723740190268,0.37856278140732724,1.660066289741507,0.5511540742181943,99.77894695192174
30k_ifelse,7015.553396466104,0.08473647840901473,1597.790201143785,0.03658654210896664,4.390785092713667,0.09229759388333268,99.98845071037849
30k_methods,19119.781670039116,0.130729527469059,3444.43995764722,0.10386449781786695,5.550911586538204,0.16696719216433253,99.99576257895527
cfunc_itself,277.78195498295287,0.07207950154074169,86.82083013542508,0.011962761940101568,3.1994851298894784,0.07306546527325565,99.9997971343534
fib,540.6594323909043,1.297011813633548,123.66665118107838,0.07899085355006448,4.371909704252006,1.299414945138601,99.99995758023721
getivar,224.03515567924134,1.2291042291828889,40.46618116830113,0.01330183505898585,5.536355277693898,1.229176205843247,97.87967575580033
keyword_args,664.3091374013609,0.1099348351276891,121.67315821624497,0.03044084950840049,5.459783794061711,0.1140715270930712,99.99992154268652
respond_to,723.2316058689422,0.9002231401494152,73.2370970153294,2.492289646050138,9.875208539704424,2.649888560273657,99.9998655262296
setivar,182.129270027838,0.42500005812443753,30.918806572302273,0.02526379015115698,5.890565976469263,0.42575028890016847,98.73502827233146
setivar_object,291.1627617692143,0.3167153407865698,113.1251509210983,0.007544858197885094,2.5738110349332692,0.3168051956246602,95.69495211090204
setivar_young,293.51762324634615,0.450034366124933,113.13777436634199,0.019463502789890556,2.594337964400212,0.45045505728576557,95.68626174551305
str_concat,164.4285451245788,0.10895683395236676,85.65752861617129,0.5111588479299393,1.919604123315044,0.522642286350795,99.97387209802271
throw,67.5730179330068,0.25490562915938386,49.305129747482994,0.21370815457258005,1.3705068474433204,0.33263802414630694,64.8139578262316
