bench,CRuby 3.4.0dev (ms),CRuby 3.4.0dev RSD,YJIT 3.4.0dev (ms),YJIT 3.4.0dev RSD,YJIT 3.4.0dev spd,YJIT 3.4.0dev spd RSD,% in YJIT
activerecord,83.49148256675664,0.42125433114812455,37.98018597330456,0.936454012582947,2.1982905145709655,1.026840459464739,99.59780953352185
chunky-png,1131.4130230166484,0.14619846874523015,633.6702607222833,0.17265366336215787,1.7854917504366032,0.22623722004971547,99.9964620067827
erubi-rails,1908.4913775226787,0.15186232506508618,1001.1647257365679,0.2360403138377629,1.9062710945180181,0.2806727552342826,99.91859233674292
hexapdf,3525.184926701089,0.6247514683632186,1926.5723840643961,2.3208779610143146,1.82977029872305,2.403495143981772,97.16905669837227
liquid-c,86.12071100453085,0.6272963237366289,56.70098841867664,0.8503794613248403,1.5188573145960134,1.0567146757836834,99.75423006894907
liquid-compile,84.70364158099468,0.6819707475137399,58.2195011470302,1.1060450341786292,1.4549015349183467,1.299392057115809,99.95735919720546
liquid-render,203.7372489311236,0.3300470909448391,77.54258567952924,0.7400297074568808,2.627423978007854,0.8102931877782681,99.9067031933196
lobsters,1326.6201425019813,1.0131788270706459,842.6110943698365,1.3265550780704993,1.5744157077520093,1.6692152979106316,99.49305044389544
mail,180.42597151943482,0.41001785632916765,124.3197392032016,0.3813263483778805,1.4513059042420218,0.5599325195735417,99.9030650709271
psych-load,2883.406545035541,0.05754137431700504,1680.5383671695988,0.057129419842306316,1.7157635918136402,0.08108501939204424,99.99657344205657
railsbench,3436.5567864229283,0.11708385300977302,1908.111754618585,0.2748182405912804,1.8010249022913576,0.2987200930592065,99.84650273808681
rubocop,208.25955879105175,2.0809127338370126,108.0192062224302,1.2550399601636568,1.92798638384927,2.4300870575871607,99.93074999705405
ruby-lsp,154.4620159453567,3.3194315907245167,112.40594462098586,1.5037171780679484,1.3741445478366552,3.6441448156071585,97.57392521697248
sequel,91.48934030070387,0.5836173381658897,68.51714078722328,0.7828186650864976,1.3352766803976783,0.9764293419473037,98.66010580980141
binarytrees,475.5285143001396,1.2786239156214252,229.60136537612587,2.6621453712032133,2.071104906197502,2.9532858132963966,99.99740332970902
blurhash,421.7912315137007,0.09744383397835171,196.56016836601376,0.13601503850858893,2.145863198124074,0.16731823415543656,99.99720089797538
erubi,319.63038516819086,0.13072407038643258,258.6974360440907,0.1383899025003523,1.2355375068878347,0.19036950305249525,99.98343913371772
etanni,438.947091226046,0.21012125218916253,381.79651830418436,0.08942692705085324,1.1496885649342896,0.22835961968636279,99.9792802574999
fannkuchredux,2248.604065583398,0.3020293812876447,865.8586051315069,0.1368126629265287,2.596964506972682,0.33157118677298464,90.74416669081064
fluentd,2542.634560664495,0.697387299589368,2230.2678294479847,0.7265150931100613,1.1400579459973759,1.007061679414559,99.98941015121751
graphql,4324.718320618073,0.039320194919892755,3646.766805400451,0.05799307539764388,1.1859048168952433,0.07006621527252038,99.75174059794126
graphql-native,966.4839691143821,4.160075907965795,876.1579800312492,0.6911491749826391,1.103093267586185,4.217098379468591,99.96162557902306
lee,1422.5670361009084,0.8951921001401228,998.67668551834,1.333120765062838,1.424452034106071,1.6057957125347577,99.96404181835302
matmul,1881.10874267295,0.07336508753719434,1142.7013846114278,0.14038100967192332,1.6461945071613049,0.15839590886714475,99.8505055991644
nbody,129.23111917769324,0.018669321953722475,60.6759824625016,0.09686909245668879,2.1298562286578457,0.0986517341742874,99.95255420675639
nqueens,248.31510454551963,0.035871948251328445,68.3768940596095,0.07474212587770526,3.6315645505782097,0.0829046563955531,99.33030714163264
optcarrot,7441.356602186958,0.5608687991830291,2013.977289820711,0.6154293718263479,3.694856262678814,0.8326626697550372,99.50369476463453
rack,142.73629912471804,0.36261865828447626,111.59239719783127,0.38126265833560097,1.2790862344472695,0.5261687048629583,99.75522201354954
ruby-json,4404.208194091916,0.05662587119577113,3854.0703454365334,0.02934183013885245,1.1427420361713898,0.06377642420657756,99.99111480327316
rubykon,13794.403456772367,0.6951384429564563,6564.230097023149,0.9522516467989756,2.1014503228684918,1.1789828894887693,99.94866899151268
sudoku,2114.027874472623,0.09617401168575263,835.9654086928529,0.025230236605974805,2.528846113116327,0.09942839314262678,99.89715923396109
tinygql,884.4139260671487,0.09553705406629083,472.6251586363083,0.09659008327382625,1.871279829070034,0.13585644219730644,99.99433995790122
30k_ifelse,2431.363654864783,0.05859896702470327,359.0881549160589,0.05963613092113036,6.770938059577996,0.0836080561166474,99.98553835080673
30k_methods,6684.782449358508,0.016169032073052453,836.0912153983246,0.017078357149582266,7.995278895704928,0.02351824570643156,99.98978546441664
cfunc_itself,112.62499883167328,0.1707205592821569,24.18185254624237,0.034803949998947314,4.657418145127766,0.17423209892881872,99.34724403662587
