bench,CRuby 3.4.0dev (ms),CRuby 3.4.0dev RSD,YJIT 3.3.1 (ms),YJIT 3.3.1 RSD,YJIT 3.4.0dev (ms),YJIT 3.4.0dev RSD,YJIT 3.3.1 spd,YJIT 3.3.1 spd RSD,YJIT 3.4.0dev spd,YJIT 3.4.0dev spd RSD,% in YJIT
activerecord,504.99094370752573,0.29996654359730085,268.6405278304044,0.3674293626817004,240.46360298019388,0.3593581115233131,1.8798017848830757,0.47432506136445285,2.1000722664424187,0.4681006084116035,99.93049604445851
chunky-png,1160.54685798008,0.1631907147995032,695.3308463973158,0.19210444287136652,640.8742757866512,0.2676279818413289,1.6690570596618366,0.25206214782805236,1.8108807012975336,0.3134580451372009,99.98841804344754
erubi-rails,1885.06876565516,0.25961917116291705,1107.578329851522,0.24545675581629542,1008.2394551485777,0.44081134822152834,1.7019733185894539,0.3572829872960375,1.8696637550028923,0.5115826020851388,99.84159683972528
hexapdf,3594.5566315203905,0.8739227047026595,2364.6091939881444,1.1247680265102427,1943.1558385491371,1.6318018820427318,1.5201482937050665,1.4243749531828191,1.8498550451847837,1.8510857019687157,98.57158866581089
liquid-c,83.91320963400877,0.5587906346384398,62.53896265634214,0.8478630420499614,57.93168339547674,0.8830795422046215,1.3417748883223448,1.015440156500542,1.448485607800595,1.0450246175186277,99.75451857791326
liquid-compile,86.39689059321873,0.600006288277089,63.12704181238528,0.714466904052021,59.083251488700476,0.984867929796847,1.3686193446224182,0.9329900872773136,1.4622907239582426,1.1532442868336163,99.95580205709119
liquid-render,210.90539502806234,0.36394707718058034,88.02418918362918,0.6493589827199968,81.33694269593214,0.6486615291050986,2.3959936124840415,0.7443954348512869,2.592984049283798,0.743787102825299,99.89612824902225
lobsters,1346.4076248212502,0.7447671540746771,902.6140305636959,1.3543383771685278,875.7068378769833,1.1540983881862792,1.4916759314946595,1.5456100910837685,1.5375095483842613,1.3735433023398504,99.17741865284853
mail,180.0574863759371,0.39727326903971005,134.72163746071652,0.3423957257318914,124.91684860759106,0.3932494974010754,1.3365149783637393,0.5244624708146107,1.441418738808907,0.5589912499312456,99.88113521136772
psych-load,2838.96680790931,0.06652609769061184,2046.4273523539305,0.06666087933406777,1638.5660583153367,0.09517751833312155,1.3872795458112648,0.09417746284293271,1.7325922220237764,0.11612270092446401,99.99210900212796
railsbench,3440.119682997465,0.1319472870313511,2109.9671939387918,0.90087696975073,1933.8658275082707,0.207025193940704,1.6304138248593356,0.9104885508243316,1.7788822957950285,0.24549850810365398,99.8079443447014
rubocop,210.8773634697382,1.0633725510192724,127.91678394665415,2.2595978047541303,111.42904908381036,2.5358181454365183,1.6485511671219124,2.49730723410455,1.8924810469407192,2.749751779522351,99.86137276943121
ruby-lsp,155.5203809682789,1.324316872103328,123.90488083474338,1.2942228486691085,105.0721904392535,4.5911991947089845,1.2551594410207478,1.85170946958607,1.4801288553910135,4.7783810253300185,97.56670144462703
sequel,93.14924531494276,0.4977616864484215,75.47548896220235,0.5338180709198335,69.6579457046088,0.45334753111207726,1.23416550983315,0.7298824763868147,1.3372379040569335,0.6732686540017978,98.81611267977942
binarytrees,506.73704255372286,1.0062661411873808,288.86166537933525,0.15625448342296602,226.6168347067707,2.19104488090506,1.754255075308356,1.0183255915913731,2.236096198278525,2.4110680656174788,99.99154134580235
blurhash,449.73051780017846,0.049865394622695645,221.8203745220625,0.16328980901626036,196.07036245556978,0.2758963384981956,2.0274536041568525,0.1707340601914098,2.293720030747069,0.2803664515907495,99.98825618132511
