bench,CRuby 3.5.0dev (ms),CRuby 3.5.0dev RSD,CRuby 3.5.0dev (ms),CRuby 3.5.0dev RSD,YJIT 3.5.0dev (ms),YJIT 3.5.0dev RSD,YJIT 3.5.0dev (ms),YJIT 3.5.0dev RSD,CRuby 3.5.0dev spd,CRuby 3.5.0dev spd RSD,YJIT 3.5.0dev spd,YJIT 3.5.0dev spd RSD,YJIT 3.5.0dev spd,YJIT 3.5.0dev spd RSD,% in YJIT
30k_methods,557.7182391224206,0.15035397807645343,562.1855606326493,0.07854829545447312,88.92752665491584,0.08709585778586719,88.78796077814013,0.05373174077339698,0.9920536530586068,0.16963535434047303,6.271604081452213,0.1737584736548714,6.281462421645487,0.1596665860158417,99.96098644921761
attr_accessor,150.63187517431427,3.2527413208246654,150.36207314365478,3.1414126904300717,15.735571958247762,0.1146312948841199,15.735879738089999,0.11590333368783919,1.001794348967254,4.52203491713579,9.572697806854167,3.2547605801298194,9.572510573380741,3.2548056290599203,70.90705402473252
cfunc_itself,70.90871593314216,0.07750891773116123,70.8419690357977,0.08985494947616604,25.21680461485511,0.08350963093705517,25.216445328897514,0.06991347878726367,1.0009421942706127,0.11866568279507042,2.811962777051068,0.11393634532974578,2.812002842124709,0.10438164035879627,95.46216297442646
fib,174.10001536319172,0.25897034820000964,178.21231755483606,0.2820293213918114,32.69800131107323,0.07320547976128781,32.69955157488336,0.08140412459769945,0.9769247028035591,0.3828918638095617,5.324484934320205,0.26911834481119,5.3242325040603475,0.2714632069882621,99.99644924783071
getivar,106.56991992418514,3.3366086095975596,106.4550482563289,3.3062566302072174,13.347212758900266,0.2262903639259029,13.372220642222189,0.24527092392993843,1.0010790626629529,4.697264088640296,7.9844325440247115,3.3442733653884034,7.96950056206038,3.345611280433817,77.40719434021547
keyword_args,202.26697979860515,0.057537555946242394,202.64498076385786,0.05365271959398877,28.044472488099856,0.09680888608714686,28.045640329035646,0.09770166757178668,0.9981346640621057,0.07867137131192108,7.212365284618326,0.11261674284803816,7.2120649564630614,0.1133851233212492,96.4101017085892
loops-times,865.1376227000583,0.1081657357187405,872.887298266869,0.07801680774255279,306.1541513673602,0.6428378461522517,305.890005489819,0.49491919403867995,0.9911217913444291,0.13336584523000955,2.8258235886599596,0.651874468612817,2.8282637783955087,0.5066012583990223,99.9956487262876
object-new,74.29062659647933,0.2635553943165559,74.28702060901844,0.2582697446899793,39.568703196196104,0.4898444063940204,39.58438366908346,0.5281554891375922,1.0000485412852922,0.3690050228595572,1.8775097639192073,0.5562454389465727,1.8767660301984805,0.5902623709669494,88.08533200878355
respond_to,204.6728770282256,0.17614170963974501,205.30741349295542,0.2790113445470148,10.344186892286205,0.6787056162015365,10.341145825080831,0.6916118618853417,0.9969093348655352,0.32995944032675484,19.78627021722247,0.7011898568421533,19.79208885458549,0.7136896169731778,95.79401226421334
ruby-xor,112.338184920111,0.07428301720714496,112.27992897338723,0.07561269889133994,20.313737977568348,0.2668620120409904,20.288311224631727,0.2664922501973496,1.0005188455965053,0.10599644748306158,5.530158213331371,0.27700776183342357,5.5370890004744675,0.2766515607413842,99.99261878135766
setivar,93.49347268038304,0.44583747257951706,93.46516682915858,0.43607421406597957,6.437198800695244,0.15012292923332396,6.43737038364927,0.17583221805388105,1.0003028492023793,0.6236439465988213,14.523937441591109,0.47043378475369435,14.523550317665997,0.479257781222005,84.56508000635463
setivar_object,95.22275406435341,0.8768786684727882,95.00611254985427,0.7059681129697912,37.236428047819516,7.076901550467757,37.52078660141731,6.954286743942422,1.0022802902748542,1.1257473854079065,2.5572472725382545,7.131020386609167,2.5378666784335606,7.009352346415175,83.63193587559573
setivar_young,94.99929563987493,0.6531777156763888,94.9558005498782,0.44912802624327497,37.0942386162271,5.59507767219393,37.25233526018434,5.734014711692327,1.0004580561666043,0.7926897957040985,2.5610256251038646,5.633075118098397,2.550156788194997,5.771097455611043,83.46533176910806
str_concat,60.54080115276346,0.9235561030442864,61.83381764376842,2.6529901832961555,21.251579524645095,0.4696036922443966,21.292841102435833,0.6998273950288395,0.9790888458730759,2.8091480537942672,2.8487671272883657,1.0360904898897192,2.8432467448337735,1.1587554782192833,99.907573596626
throw,21.970867805285707,0.25531679525949325,22.087228214191455,0.2252192171386543,14.472330350963512,0.4008573820294283,14.629330459999498,0.5690386073695146,0.9947317785745979,0.3404561083460338,1.5181292350628917,0.4752613035679057,1.501836865696618,0.6236919132220768,99.98765141221428
