bench,No JIT (ms),No JIT RSD,YJIT 3.3 (ms),YJIT 3.3 RSD,YJIT 3.4dev (ms),YJIT 3.4dev RSD,YJIT 3.3 spd,YJIT 3.3 spd RSD,YJIT 3.4dev spd,YJIT 3.4dev spd RSD,% in YJIT
activerecord,508.2515683785385,0.2696735286247038,271.4857294012119,0.35203094708029464,233.95059065167177,0.37033216351701126,1.872111545234943,0.4434519136762724,2.172473969665127,0.45811540399345807,99.93049791962022
chunky-png,1145.5970244372593,0.16948073131357247,697.8904405665216,0.20354663485349,631.7773767207798,0.22670994833601357,1.6415141372438145,0.26486779881058276,1.8132922555464772,0.2830567415927437,99.98841852452118
erubi-rails,1866.571368649602,0.24306939995191756,1105.3262980033953,0.2317859477842876,989.6331600667465,0.42032471663594173,1.6887061965514443,0.3358682163933434,1.8861245196388827,0.4855467028083601,99.84157544239221
hexapdf,3571.288770250976,0.8247158227540349,2366.8987564742565,1.040833637561489,1932.0374354720116,2.0060589108533393,1.5088472882426052,1.3279649277674264,1.8484573355994434,2.168969465463945,99.0312983767461
liquid-c,84.66861390009306,0.7202180157487656,62.583218616590315,0.8580128085289885,58.42046510746654,0.7129945933241628,1.352896443674568,1.1202231785715255,1.4492971554461629,1.0134472262128786,99.75430411217964
liquid-compile,85.43869045145176,0.5195819211124127,63.15908212495106,0.7274383848878742,58.82563215786804,1.1917691340229042,1.3527538332875664,0.8939418194464024,1.4524058189831823,1.3001073192458261,99.95638183856317
liquid-render,210.67233509699204,0.4053485519467843,87.75948007108576,0.6250028931016826,81.9103146976467,0.6449927633420769,2.4005649865558234,0.7449403096563026,2.571987861048283,0.7617894153432452,99.89627248476198
lobsters,1342.6655813191946,1.147536083997736,900.4834285005927,1.3669144038532541,872.2275919888331,1.4043763509145004,1.4910497393104563,1.7847392110721265,1.539352336077422,1.8135909128259293,99.17221326847496
mail,179.15836521066151,0.40618794109578166,134.63249499799232,0.3435760316261514,125.59499853677981,0.39702895245268416,1.3307215706975732,0.5320085835769987,1.4264769082997837,0.5679970357117244,99.88114357903201
psych-load,2824.081428349018,0.05583171340493829,2042.1111322939396,0.042730203431292454,1639.854020997882,0.06897921219916903,1.3829224980408767,0.07030683115466664,1.7221541626190067,0.08874295429694211,99.99210714054618
railsbench,3431.891990080476,0.14515509140128866,2059.0340569615364,0.18628003332702836,1926.6686091199517,0.2870906856805781,1.6667485311752592,0.23615725984190125,1.7812570225286786,0.32170026789584893,99.80795690224623
rubocop,211.7618048895699,1.0190370410407177,127.60958521508834,2.2628383149132874,110.07324146928816,2.6395198136282727,1.659450616759246,2.481707825359913,1.9238263729033014,2.8293994658848107,99.86140132985585
ruby-lsp,153.08171283373588,1.42791433310433,123.70032850700898,1.3804987552965535,103.9149666386606,4.490500608323553,1.2375206653154693,1.9861309513876764,1.4731440309848807,4.712062717753128,97.5661782267815
sequel,92.49440012943177,0.4379655739463379,75.50619459067731,0.4437413166803504,69.62402923709564,0.4398169514603405,1.2249908849313402,0.6234742978594676,1.3284838746469847,0.6206873566893503,98.82453596129837
binarytrees,495.8957670000838,0.9599048939543355,288.7975087666765,0.15827904181858035,225.0661306654013,2.0777091274687587,1.7171054179720258,0.9728667228950182,2.2033335959257077,2.2887316626910357,99.99154134580235
blurhash,435.4905330465507,0.19875461868559716,222.09319265352354,0.34402112723673695,194.07205925933246,0.175189613010943,1.9608459306807193,0.3973083618980253,2.243963065618932,0.2649430107698278,99.98825721645501
erubi,318.7244493733434,0.1378349683665462,282.71139132761465,0.15845357134788968,259.16989585209006,0.17476132631824629,1.127384531187835,0.2100143156489756,1.2297896263200319,0.22257582905859152,99.97505867944406
etanni,875.1155907660723,0.0833040401479052,421.66250832979716,0.1834922880776617,812.7923045583345,0.12605124402613882,2.0753934093699726,0.20151670622789417,1.076677997390248,0.15109096341443123,99.94826839117681
fannkuchredux,2400.558075681329,0.21363777110179594,944.0728060102889,0.14513570038295934,792.313764200491,0.058451121979542504,2.542767952215718,0.2582740187610738,3.0298073618646355,0.22148957289680865,74.28186568945546
fluentd,2565.544256940484,0.7827417436083896,2747.6552614942193,0.9922895868244579,2386.614157818258,0.892056162130648,0.9337213051776007,1.2638525472963036,1.074972361383206,1.1867808700776916,99.97568942063943
graphql,4306.765487976372,0.0676596137932479,4025.8927039802074,0.03507655336020231,3605.9389727190137,0.06239284060091711,1.0697665846182336,0.07621146852201827,1.1943534043586181,0.09203635095386448,99.44086044461022
graphql-native,677.860111157809,0.2957945273431392,659.3745873413152,0.09538938033384835,604.0089132729918,0.11921788008255557,1.0280349351815785,0.310795006856009,1.122268390849787,0.31891582798213347,99.94958981787775
lee,1456.0082278807056,0.6338693152312909,1191.1972735542804,1.5007017955551585,1008.9964125305414,0.8527387622566944,1.22230654838244,1.6290783246898417,1.443026169170481,1.0625223317403099,99.9555087435979
matmul,2104.2230002582073,0.08768334231599109,1246.0650314887364,0.12119672019924568,1118.5640307033764,0.11315059273043257,1.6886943675356867,0.14958948327592259,1.8811824289889136,0.14314826284294022,99.64085776527683
nbody,142.52066607610206,0.01684880042756387,64.67452134920637,0.06004996489003478,58.46863751027504,0.46827512859328047,2.2036601601822436,0.06236890538675732,2.437557503388993,0.46857814517420815,99.7892574650925
nqueens,252.08868780596688,0.4064791559654933,249.89029001612383,0.4235587490685486,64.4815671288927,0.1728883461665636,1.008797451832567,0.5870496726401724,3.9094690006845654,0.4417190107688702,94.61080494262649
optcarrot,7304.910161904991,0.40086974837980616,2349.8317243531346,0.4238929765777415,2057.0397531613708,0.7684575943348484,3.1086950125826127,0.5834224976447402,3.5511759802786536,0.8667315786660779,99.49147773566166
protoboeuf,158.8919229243554,0.2821114498716582,54.51933290740406,0.37225502257857235,38.34518171054457,1.0406566778602933,2.9144142903255683,0.46707673029563623,4.143725908610353,1.0782175992460479,99.98815186716458
rack,64.16601440401577,0.7506811787098364,38.86352768387851,1.1165537235222176,37.09990660821989,0.995570830814988,1.6510599584770407,1.3454421019057334,1.7295465210092762,1.2468694844444765,99.87182189478769
ruby-json,4376.645584776998,0.09133146708564274,3783.280169032514,0.04882177286204882,3794.3994844332337,1.1714631588315738,1.1568388777023149,0.10356158740290403,1.1534488138986065,1.1750180293849388,99.98259674688775
rubykon,13963.524790294468,0.5738240633726283,7309.0675653889775,0.6540282027741292,6616.98303911835,0.7551217783568852,1.9104385977243803,0.8700729542569585,2.110255490719072,0.9484107527091513,99.9479334943665
sudoku,2137.64893617481,0.028468640015789224,839.3982875232513,0.03455967864368096,730.9545169794752,0.03856328364124562,2.5466443855660086,0.044775382212808565,2.924462311291571,0.04793318588977534,99.71182768971646
tinygql,936.9244580359563,0.2221766029816125,548.4845788114601,0.10957521746140497,490.9329446605765,0.1202235366993042,1.7082056528667167,0.24772801858926502,1.908457088133964,0.25261856956474515,99.98272180834994
30k_ifelse,2497.1173495054245,0.09993803341755797,361.26883399805854,0.08003003075809008,359.25024412572384,0.0909385745986904,6.912075204136884,0.12803287213254952,6.950913438019903,0.13512007576008278,99.93971119059896
30k_methods,6824.291050434113,0.025776493437118044,834.6225335620917,0.028455803973015836,837.4641733960464,0.043099986926581575,8.176499885892932,0.038394796439940836,8.148755812156788,0.05021988139158925,99.97606817435218
cfunc_itself,111.27121220701017,0.10786755063059875,26.80456251310547,6.81872155226339,24.432613810973102,8.066481460671017,4.15120418968251,6.819574694640444,4.55420828356221,8.067202647995666,94.96232156146405
fib,256.2869607850357,0.03497429485577031,47.926217807432664,0.16043687232418186,47.8354107473998,0.0540442648833344,5.347531528876233,0.16420472375003162,5.357682870925631,0.06437378245402683,99.99385477735547
getivar,121.1449638196901,0.26414185045440236,22.579885446892483,49.16835572456442,21.143765203796995,56.57874285537166,5.365171763365277,49.169065229821776,5.729583290961579,56.5793594344389,76.3233481330099
keyword_args,311.5922933037596,0.1090185598656079,40.93391080904338,5.201253250102578,31.267604657581874,7.434952290591253,7.612082186755551,5.202395642211174,9.965339421297937,7.43575151613899,96.19196838738712
respond_to,296.3182483597294,0.25473447536155275,17.201868296273542,7.798389934139304,13.816236397034901,10.70729712480415,17.225934023917688,7.802549276859643,21.447103237414364,10.71032685643986,95.31946353438643
ruby-xor,754.0736242507895,0.1141852350062664,288.4197142965933,0.20798232182388202,179.7586460686793,0.09566557538655224,2.614500975045506,0.23726549282331197,4.194922696306275,0.14896365398135342,99.9922900507644
setivar,79.82809889471271,0.9095369085116898,12.455302864135806,41.57044830887667,8.246353115445643,64.69242383144845,6.409165619293953,41.58039718411709,9.680412392866431,64.69881728884775,85.09157408435763
setivar_object,122.79353874160888,1.2741753198201695,61.18075489619021,36.16015935165266,40.796263634145426,32.246232053435186,2.0070615171382165,36.18260144161213,3.009921198735314,32.27139607128316,82.09429792326492
setivar_young,123.41475684163917,1.1562214980984329,57.650096067589914,29.96144408813004,39.46856972442506,35.727391971549736,2.140755441186875,29.983745263038898,3.126912317911134,35.74609608392812,82.09429829875793
str_concat,87.30387833237113,0.791553163368976,46.18330799766083,1.3262424407343116,46.75870204839525,1.2770746324587858,1.8903773271674917,1.5444984370482013,1.8671150931865395,1.5024899424985099,99.89154025327052
throw,31.326813208733054,0.25331906887092953,25.54691770941403,0.25906333031098244,25.52841121481019,0.4428649405849032,1.2262462957395888,0.36233183653310386,1.2271352472792723,0.5101959488793542,99.98262838312642
