bench,CRuby 3.4.0dev (ms),CRuby 3.4.0dev RSD,YJIT 3.3.1 (ms),YJIT 3.3.1 RSD,YJIT 3.4.0dev (ms),YJIT 3.4.0dev RSD,YJIT 3.3.1 spd,YJIT 3.3.1 spd RSD,YJIT 3.4.0dev spd,YJIT 3.4.0dev spd RSD,% in YJIT
activerecord,1482.9981479455125,0.061643303188444215,992.1592596918344,0.047811436717643666,908.2219603916873,0.06557847428531674,1.4947178423816083,0.0780117318676345,1.6328587202471327,0.09000240617657067,99.8085090766989
chunky-png,2538.020233809948,0.8805723034350044,1397.1620630472898,0.09489064516466876,1248.3474229063306,0.07922936390660082,1.816553928092194,0.8856702637644533,2.0331040760280303,0.8841294439627457,99.98857751956895
erubi-rails,4617.905079573393,0.06703753848647824,3340.0628358125687,0.05802436354929607,3128.3718302845955,0.03804742722502338,1.3825803006038213,0.08866148166834868,1.4761368948758533,0.07708202309727931,99.84183728294994
hexapdf,8733.016350865364,0.5625767371062816,6458.53878557682,0.5824687040601259,5150.797870382667,0.7110700987176187,1.35216596830972,0.8097915635165835,1.6954686575997526,0.9067046213753597,97.96294185578458
liquid-c,239.33014228683095,0.46373179304800183,197.45111893075452,0.1730802617902294,182.92117592963305,0.5918844758755554,1.2120981819847942,0.4949787398514093,1.3083785464997095,0.7519138306122555,99.6680356637149
liquid-compile,220.45596143392126,0.10065675056880832,180.2312686131933,2.8034605445288676,171.0941550632318,3.129924011717905,1.2231837634514848,2.805266975916047,1.2885066783984915,3.1315421281795612,99.89352282838446
liquid-render,578.5672027795088,0.08624041450325956,313.8274198069292,0.11210137734907644,285.17338864897425,0.11337277122192942,1.8435839772555598,0.1414359498050409,2.028826060946658,0.1424457593199389,99.8634802280284
lobsters,3185.4458320885897,0.40163354338861906,2345.740257576108,0.9573787724274946,2229.106019437313,0.8217594732560562,1.357970398385098,1.0382117399979998,1.429023924529477,0.9146573867087986,99.03415707292864
mail,477.4547514434044,0.15813295190028875,367.93234273791313,0.18169608820941743,337.1444847434759,0.22261405702861367,1.2976699680449313,0.24087237065986508,1.4161725107462064,0.27306235343495794,99.76017723782678
psych-load,8104.293204843998,0.02380550687018145,5451.7107624560595,0.034130108041507304,4677.214837446809,0.0343162086723546,1.4865596430124843,0.04161209478350276,1.7327177575764208,0.04176486962736555,99.99221310914866
railsbench,9625.405507534742,0.05068919367082496,6304.8747800290585,0.5681083446514497,5858.096520602703,0.021890074905011127,1.52666085265065,0.5703652212553012,1.643094386322,0.05521385455069587,99.80821072367924
rubocop,533.4185653112152,0.34948203555017154,397.2817524424139,4.441641707659854,358.0523706351717,3.9563993191074545,1.3426706915982363,4.455369653844206,1.489778057787888,3.971804786920704,99.63154416485816
ruby-lsp,391.84293506497687,0.18565730494319943,303.07071647424806,1.0441692079975293,309.14438019196194,0.647879924020416,1.292909257692245,1.0605460715164428,1.2675078706643919,0.6739562529033114,97.52628893780617
sequel,237.6607799759278,0.14892261279984603,212.8566805244857,0.1945688087119459,197.85993945010952,0.21822279544997328,1.11652957938799,0.24502033778182306,1.2011566395725803,0.26419525555379253,96.76561896007755
binarytrees,990.9684409697851,0.9708603812343112,496.7965564014865,2.25640682120949,462.1892510489984,2.265744324475076,1.9947168075153348,2.4564082768650546,2.1440750487395666,2.46498828064992,99.98512677660109
blurhash,1006.0641562566161,1.2706502326824023,436.7268257853338,0.356818755327457,410.727010182445,0.35309948095952337,2.3036463456246015,1.31979984769255,2.449471623036728,1.3187991724556578,99.98164027343432
erubi,642.244398090485,0.19964338619970506,614.6273315908053,0.09460303624568299,548.5746942460537,0.39191971446331647,1.0449330270233834,0.2209235526606129,1.170751047809758,0.43983922544299314,99.94036185486695
etanni,2631.844077631831,0.044692146740662124,915.6481850406398,0.21335292854912116,2478.0179295688868,0.02437152322541669,2.8742961768826314,0.21798362346923056,1.0620762853357184,0.05090539386563964,99.91946961519687
fannkuchredux,5590.873556956649,1.0282483030849219,1672.3749164491892,0.08098127919270322,1379.2285080999136,1.2092849519686557,3.343074272381024,1.031432276194956,4.05362383689334,1.5873451634269262,74.28188436077367
fluentd,5178.612855449319,0.6674615283538314,5780.965043976903,0.14988435112671078,4629.694622009993,0.6854033178686808,0.8958042153956345,0.6840834821460812,1.1185646739700106,0.9567040294562518,99.97594798162002
graphql,11174.360391497612,0.06579485381758154,9702.0811855793,0.0634578101650652,9082.410417869687,0.07246650648732432,1.1517488029379341,0.0914103739179661,1.2303298218622671,0.09787929991246534,99.44097131903895
graphql-native,1703.5980518907309,0.1746900492290537,1576.0914333164692,0.06045942897425309,1534.3938637524843,0.9080463845153807,1.0809005213015832,0.18485658184533751,1.1102742862412418,0.9246971664989051,99.89954568617287
lee,3676.165859028697,0.890983706812325,2835.9042894095182,1.094456737598585,2535.6543198227882,1.3906043387194336,1.2962940508102039,1.4112715955052624,1.449789835424261,1.6515545382064574,99.95567215750935
matmul,3723.2870168983936,2.3118747638625976,2181.338969245553,0.4283729093920728,2146.2771467864513,0.11595201685419292,1.7068814473094684,2.3512269718778263,1.7347652526949495,2.3147807226597723,99.64088981422884
nbody,289.26059980183203,1.493045499647725,125.82296951303836,0.5399205913861743,119.46970048163442,1.0408479172327323,2.2989490783863396,1.5876709700127167,2.421204695715286,1.8200410025123175,99.55604092803722
nqueens,582.9838174617007,1.6169225402962633,607.5537392869592,2.9105968506738145,104.959675780154,0.3537651622619808,0.9595592616151217,3.3295664174889867,5.554359930406078,1.6551701699065162,89.04356436728281
optcarrot,17927.77086161077,0.46111860389716813,8304.171664267778,0.48374724853501716,7960.755488276482,0.3859021774860892,2.1588873142823637,0.6683126269383761,2.2520187798774067,0.601290992322834,99.49148969920908
