bench,CRuby 3.2.0dev mem (MiB),YJIT 3.2.0dev mem (MiB),Inline Code,Outlined Code,YJIT Mem overhead
activerecord,64.4609375,87.58203125,3,2
hexapdf,254.0703125,382.90234375,2,2
liquid-render,32.0546875,39.6875,1,1
mail,49.65234375,61.24609375,2,1
psych-load,36.16796875,45.5546875,1,1
railsbench,104.4921875,151.0546875,6,4
binarytrees,28.98046875,37.1171875,1,1
chunky_png,44.83203125,55.15234375,1,1
erubi,72.28515625,91.9453125,1,1
erubi_rails,103.22265625,139.859375,5,3
etanni,110.6953125,115.23828125,1,1
fannkuchredux,25.2890625,28.90625,1,1
lee,32.15625,43.6875,1,1
nbody,25.04296875,28.83984375,1,1
optcarrot,63.55859375,72.70703125,1,1
rubykon,59.75,61.12109375,1,1
30k_ifelse,67.99609375,128.63671875,6,5
30k_methods,58.01953125,80.3203125,3,2
cfunc_itself,24.9921875,28.69921875,1,1
fib,24.9921875,28.58203125,1,1
getivar,24.97265625,28.7265625,1,1
keyword_args,24.9296875,28.75390625,1,1
respond_to,25.10546875,28.6796875,1,1
setivar,25.1015625,28.55859375,1,1
str_concat,98.21875,102.73046875,1,1
