bench,CRuby 3.4.0dev mem (MiB),YJIT 3.4.0dev mem (MiB),Inline Code,Outlined Code,YJIT Mem overhead
activerecord,60.1328125,65.8515625,1,1
chunky-png,58.796875,61.40625,1,1
erubi-rails,108.79296875,114.2109375,2,2
hexapdf,138.58203125,258.88671875,2,2
liquid-c,36.64453125,40.4921875,1,1
liquid-compile,34.265625,37.41796875,1,1
liquid-render,37.49609375,42.24609375,1,1
lobsters,265.27734375,325.70703125,8,7
mail,68.80859375,71.45703125,1,1
psych-load,34.59765625,36.34765625,1,1
railsbench,110.3671875,117.66015625,3,3
rubocop,90.18359375,122.16015625,6,5
ruby-lsp,78.6171875,83.86328125,1,1
sequel,38.86328125,41.91015625,1,1
binarytrees,27.5234375,27.69921875,1,1
blurhash,23.10546875,23.421875,1,1
erubi,31.23828125,32.265625,1,1
etanni,24.50390625,24.68359375,1,1
fannkuchredux,21.41015625,21.7109375,1,1
fluentd,631.50390625,659.9296875,1,1
graphql,41.546875,43.9375,1,1
graphql-native,42.34375,45.109375,1,1
lee,34.015625,35.44140625,1,1
matmul,27.08984375,27.2578125,1,1
nbody,21.453125,21.65625,1,1
nqueens,22.34765625,22.625,1,1
optcarrot,66.703125,72.953125,1,1
protoboeuf,32.796875,33.625,1,1
rack,31.46875,32.71484375,1,1
ruby-json,22.73828125,22.9453125,1,1
rubykon,48.2109375,48.94921875,1,1
sudoku,21.4921875,21.80859375,1,1
tinygql,29.4609375,31.16015625,1,1
30k_ifelse,145.73828125,152.390625,5,5
30k_methods,92.296875,95.2578125,2,2
cfunc_itself,21.31640625,21.4765625,1,1
fib,21.31640625,21.47265625,1,1
getivar,21.328125,21.48828125,1,1
keyword_args,21.3203125,21.48046875,1,1
respond_to,21.3515625,21.53515625,1,1
ruby-xor,22.453125,22.625,1,1
setivar,21.33203125,21.49609375,1,1
setivar_object,21.328125,21.484375,1,1
setivar_young,21.328125,21.484375,1,1
str_concat,47.60546875,48.1171875,1,1
throw,21.32421875,21.48046875,1,1
