bench,CRuby 3.2.0dev mem (MiB),YJIT 3.2.0dev mem (MiB),Inline Code,Outlined Code,YJIT Mem overhead
activerecord,64.6171875,86.90234375,3,3
hexapdf,251.7421875,333.95703125,2,2
liquid-render,30.921875,37.62890625,1,1
mail,49.57421875,60.68359375,2,2
psych-load,36.10546875,44.85546875,1,1
railsbench,102.125,154.24609375,6,6
ruby-lsp,94.73828125,148.65625,6,6
binarytrees,29.22265625,33.16796875,1,1
chunky_png,44.8359375,52.83984375,1,1
erubi,72.25390625,99.26171875,1,1
erubi_rails,101.1171875,142.61328125,5,5
etanni,98.3359375,101.015625,1,1
fannkuchredux,24.96484375,27.14453125,1,1
lee,33.18359375,45.11328125,1,1
nbody,25.0390625,27.08984375,1,1
optcarrot,63.359375,70.75,1,1
rubykon,58.015625,61.359375,1,1
30k_ifelse,68.0078125,125.0234375,6,6
30k_methods,58.453125,78.39453125,2,2
cfunc_itself,24.8515625,26.8828125,1,1
fib,24.84765625,26.703125,1,1
getivar,25.21484375,26.9921875,1,1
keyword_args,25.02734375,26.69140625,1,1
respond_to,24.98828125,27.08203125,1,1
setivar,24.91796875,26.69921875,1,1
str_concat,106.87890625,116.671875,1,1
