bench,CRuby 3.1.0dev mem (MiB),MJIT3.0 mem (MiB),YJIT 3.1.0dev mem (MiB),Inline Code,Outlined Code,YJIT Mem overhead
activerecord,61.0703125,64.69140625,321.578125,2,1
liquid-render,28.34765625,31.890625,286.6484375,1,1
mail,48.62890625,50.16015625,307.140625,1,1
psych-load,27.41796875,37.9765625,284.22265625,1,1
railsbench,181.17578125,184.38671875,451.40234375,5,3
binarytrees,28.21875,31.1640625,284.78515625,1,1
fannkuchredux,22.67578125,22.0390625,279.3671875,1,1
jekyll,873.8671875,848.25390625,1116.1171875,3,2
lee,28.35546875,28.515625,285.484375,1,1
nbody,22.3671875,22.1640625,278.93359375,1,1
optcarrot,96.3359375,106.015625,357.15234375,1,1
30k_ifelse,63.82421875,63.73046875,349.296875,6,5
30k_methods,54.69921875,55.86328125,321.37890625,3,2
cfunc_itself,22.359375,21.99609375,279.0859375,1,1
fib,22.36328125,22.05078125,278.953125,1,1
getivar,22.390625,22.03125,278.98828125,1,1
respond_to,22.41796875,22.09375,279.03125,1,1
setivar,22.47265625,22.02734375,278.85546875,1,1
