bench,No JIT (ms),No JIT RSD,YJIT 3.3 (ms),YJIT 3.3 RSD,YJIT 3.4dev (ms),YJIT 3.4dev RSD,YJIT 3.3 spd,YJIT 3.3 spd RSD,YJIT 3.4dev spd,YJIT 3.4dev spd RSD,% in YJIT
activerecord,509.4935887550213,0.3086565181335978,268.1814288610921,0.35655282844397834,235.98303305160286,0.365767810332193,1.899809360098979,0.47159173620596556,2.159026359507844,0.47859684209317876,99.93049127131992
chunky-png,1162.0367945870385,0.18917681890468105,695.1041749733336,0.18960418326285983,635.0267384887526,0.21201306501960268,1.671744806642282,0.26783878569331704,1.8299021508172606,0.28414328876449074,99.98841738197129
erubi-rails,1933.5981909185648,0.22146684258390448,1108.8807328658945,0.2107329794024176,1006.3882866874337,0.4241882397244151,1.7437386488997728,0.3057056606801773,1.9213242209754633,0.47852191703680813,99.84159662869203
hexapdf,3572.9344056919217,0.9959803881676088,2375.7377272471786,1.0267809526226674,1931.2450030818582,2.2447507005472964,1.5039262813879553,1.4304740676723968,1.8500679095558952,2.4557855446317127,96.95938103772201
liquid-c,84.22263498050336,0.5557097510885807,62.63873616515446,0.8483400396348361,57.86671249313265,0.7063700512435798,1.3445774952808816,1.0141470062582485,1.4554591292964587,0.8987613569512153,99.75463556611571
liquid-compile,86.5539302966538,0.5251633351450994,63.111025663793725,0.7338441668289616,59.23123181902714,0.7558893217627984,1.3714549777363083,0.9023989083380014,1.4612887093266507,0.9204157730807027,99.95888409243672
liquid-render,210.10072301036882,0.3739052794037226,87.70322910207044,0.5995586360176798,81.75953844410866,0.6772659300001175,2.395587085691568,0.7065944494470335,2.5697395925735935,0.7736241321888168,99.89628976440228
lobsters,1352.9026311201353,1.2456238444449255,904.1892423040488,1.10259760692219,873.5388278475274,1.1832978182549314,1.4962604815698517,1.6635204370972712,1.5487607281908697,1.7180723176096626,99.1775284701413
mail,179.98993845704274,0.35071073442599204,134.60556085782028,0.34906759189261116,125.21931777671308,0.40368475151160266,1.3371656959043512,0.4948193639615625,1.4373975330068065,0.5347517160744817,99.88114102695239
psych-load,2847.1843345090747,0.11158987268588784,2044.236553274095,0.041491720701556004,1637.8181457519531,0.07827323855498428,1.392786138154589,0.11905403215695211,1.7384007753814932,0.1363048038769659,99.99210942705425
railsbench,3451.7391223460436,0.15763649229798732,2107.5434992089868,1.7918431354059712,1925.1401662826538,0.2325263455678578,1.6378020779365012,1.79876376592523,1.7929806789139793,0.2809230590164436,99.80795300919728
rubocop,210.11236736565147,0.8952582854447468,127.7756693077759,2.286864970840596,112.70274810833061,2.5065879711834467,1.6443847917520937,2.4558580562636814,1.8643056260144615,2.6616668940607524,99.86139381845004
ruby-lsp,166.19452511706547,1.3982885832326448,124.24487050558473,1.4192855350142188,113.6066352757882,1.494947715847701,1.3376369136269102,1.9923810860122504,1.4628945282431474,2.0469684011036944,97.56783873287631
sequel,92.92337169257787,0.4846505333468132,75.38278644290014,0.4105161595263939,70.11520309578717,0.47621609046241786,1.232686878230007,0.6351453823382881,1.3252956219157144,0.6794614810926815,98.8042022131198
