bench,CRuby 3.4.0dev (ms),CRuby 3.4.0dev RSD,YJIT 3.3.1 (ms),YJIT 3.3.1 RSD,YJIT 3.4.0dev (ms),YJIT 3.4.0dev RSD,YJIT 3.3.1 spd,YJIT 3.3.1 spd RSD,YJIT 3.4.0dev spd,YJIT 3.4.0dev spd RSD,% in YJIT
activerecord,1517.4763184040785,0.10796802372150562,978.4790311186086,0.030508560388682496,935.8962989327582,0.04983192736955461,1.5508521594676197,0.1121956612499676,1.621415022299501,0.11891305702778045,99.80938619562558
chunky-png,2453.21483053267,0.6394543404488017,1401.5685481329758,0.08075761242744209,1254.6297774783202,0.09470197983696728,1.7503352467494995,0.6445336651283569,1.9553296714058432,0.6464288967116596,99.98839067784859
erubi-rails,4757.099908590317,0.041409270237849904,3322.089810296893,0.07079435344136353,3129.5587692409754,0.1395981990017639,1.4319600553379312,0.08201565790025697,1.5200545058765826,0.14561038708199137,99.84159698553145
hexapdf,8607.523943856359,0.36832417097096776,6475.985452160239,0.6006650632935159,5243.354485183954,1.9515232976598822,1.3291450401552536,0.7046000377397479,1.6416063358253716,1.985977310099678,98.29435604341509
liquid-c,237.21397531210866,0.46663145852007315,197.83784660464482,0.17749497148481294,181.01319012141997,0.6006029272336939,1.199032335739846,0.4992488187096343,1.310478949920668,0.7605713604141642,99.6665766293149
liquid-compile,221.82082577002427,1.0283289566372518,179.6239070737591,2.805465792683398,173.12197908302025,0.30793855333284154,1.2349181653138064,2.9879924292031506,1.2812978857158894,1.0734461307803862,99.89320641780517
liquid-render,573.3319883949534,0.07000378890106775,313.6415465539971,0.11804122835376865,280.68827065764015,0.09172242684267942,1.8279848275657178,0.13723797598249476,2.0425933262250755,0.11538428855964722,99.86187291530742
lobsters,3199.795537814498,0.33508241980763004,2339.073494076729,1.4832072656874284,2225.342558324337,0.9250550079178669,1.367975630486767,1.520586735787247,1.4378889784159412,0.9838734653084519,99.02423861009045
mail,486.1681026717027,0.1540275849233733,367.73837927196706,0.18939880111495075,341.15840514500934,0.1751490345160358,1.3220488534109434,0.2441237448121498,1.4250509304176662,0.2332416798285128,99.75566871014608
psych-load,8367.318276688457,0.10598547435216055,5427.113925665617,0.048802909634422444,4697.39244543016,0.03195975240233106,1.541762047249125,0.11668180990384955,1.7812687302353394,0.11069935206346417,99.99210707981528
railsbench,9559.980995953083,0.030496875148393675,6304.825325682759,0.5358928372266889,5789.837368577719,0.040109956823103324,1.5162959324202718,0.5367599019903473,1.6511657214823472,0.050387181208794804,99.80789132125139
rubocop,530.988621356135,0.482030373281868,399.25897676708564,4.418274004589343,358.6667215451598,4.064606321719317,1.329935335845676,4.444490798775065,1.4804513200126321,4.093089032909851,99.63082922805793
ruby-lsp,408.1672023748979,0.16816572857672274,301.65927670896053,1.0256013230800272,320.60911506414413,0.6470397357517618,1.3530735962371736,1.0392967748296162,1.2730991827641458,0.6685358119872485,97.52562996214829
sequel,238.40321879833937,0.1968029889106381,214.7007363060346,0.1680965431101584,201.1836423139487,0.25723695953871817,1.1103977699383352,0.2588201388025014,1.185002995553233,0.32388619883669767,96.7712556971644
binarytrees,1003.4202210605145,1.1906016969374305,498.30270529377697,2.273573863806091,464.6737345917658,2.131898582074029,2.013676045505197,2.5664509570479708,2.1594080886496814,2.44182799660409,99.98484662753445
blurhash,1061.4492010913398,0.48017483165263497,435.16632466245505,0.3524980069162799,410.3010797407478,0.34887287610436324,2.4391804717763326,0.5956699705647298,2.5870007501857546,0.5935319305934322,99.98137099398487
erubi,646.0429293078345,0.28363500450195417,621.6500118756906,0.1022192518379074,579.8041953572205,0.21148211948342177,1.039238988122181,0.30149227390619,1.1142432815785404,0.35379867529433157,99.93965549247109
etanni,2510.949682071805,0.03190825706810489,914.6481204939926,0.12712205457590445,2356.212942302227,0.05029449689444119,2.7452630424863997,0.131065455512593,1.0656717977358985,0.05956234789688214,99.91827534773735
fannkuchredux,5808.834271878004,0.932137327352559,1691.0588312894106,2.265656384347681,1352.3586615920067,0.17298140693747818,3.435027903463798,2.44991404930446,4.295335576909606,0.9480519839070225,74.28186612081899
fluentd,5525.146143883467,0.2521859148419459,5710.233215242624,0.4740381123121731,4778.746760636568,0.1212361347689934,0.9675867754638996,0.5369449390479042,1.156191449481092,0.2798141097557354,99.97568220195105
graphql,11736.191278323531,0.06217320972924696,9788.663000240922,0.11474027204805788,9494.256602227688,0.06500636296705953,1.1989575366967558,0.13050225299855656,1.2361358840427596,0.08995184953208031,99.44085900034517
graphql-native,1637.671172618866,3.0381074955132275,1573.4010946005583,0.052792028486595394,1424.3455966087904,0.14936656936885243,1.0408478665985827,3.038566134308316,1.1497709379788026,3.0417770342907575,99.8984810991064
lee,3650.233134627342,0.9145635916650999,2881.5167669206858,1.0768842257472564,2586.8227668106556,0.7776995687213056,1.2667749070667877,1.412836225067377,1.4110874472965096,1.2005178809116808,99.95551635810057
matmul,4342.571794241667,3.9532526930812675,2180.8924969285727,0.3846377288239077,2135.5584897100925,0.08234104275828155,1.9911902124279224,3.971920572945676,2.033459544735383,3.954110127788149,99.64085888610673
nbody,293.7818967927528,1.4706868349546895,127.31106544688213,0.4164193252923211,125.73631119194509,0.4869306270649261,2.3075912196754578,1.5285041121913785,2.3364920921234487,1.5492001814106804,99.55570630060662
nqueens,591.414151576961,2.1473422457054294,614.0930543725307,2.7826690064539665,104.0589044678886,0.30033081128868266,0.9630692732411009,3.5148720488334626,5.6834554870742915,2.1682429099158966,89.04334940393089
optcarrot,18174.3560038507,0.38253185047130006,8308.572648093104,0.485370635446395,7337.346468493342,0.3917319482948945,2.1874221690800146,0.6179929371591834,2.4769657643797536,0.5475258312992283,99.49147815405613
protoboeuf,444.63685932087486,1.3337202755134874,208.4008835311701,0.14253174624632142,148.2273146005658,0.20566513818613738,2.1335651355545786,1.341314680454888,2.9996958422882853,1.3494843172045001,99.9754974923776
rack,238.2530583839478,0.3980555011162662,176.71261853538454,0.45663506265131504,160.27232775159476,0.9735974278470878,1.3482515304148501,0.6057753398839312,1.4865514323421756,1.0518270454211507,99.60265553077271
ruby-json,11390.954886004329,0.7475345274322613,9679.657009616494,0.1042298424198221,9929.769257456064,0.05536370066623965,1.1767932349966226,0.7547660099356854,1.1471520224350722,0.7495818894922924,99.98261256539358
rubykon,34733.11587460339,0.8081321224365735,20845.564541965723,0.7896574228122333,19275.24556852877,0.6572063831797454,1.6662113326160886,1.1298833447379864,1.8019545199109221,1.0416322563198797,99.94793400286513
sudoku,4845.099368691444,0.2732098401096002,1627.8340823948383,0.07532263710002375,1370.413605434199,0.10090957954629982,2.9764086039797295,0.2834027459154466,3.535501508069407,0.29124965232069255,99.7118285618357
tinygql,2595.8248406648636,0.2841953930171412,1407.0992215226095,0.11421875029911653,1299.8492975852319,0.38052519593412343,1.8448058253176665,0.30628898826444817,1.9970198433673838,0.4749383603720281,99.97949591604828
30k_ifelse,7224.711350351572,0.12368032528705693,1555.9993643313646,0.03280393254116912,1515.2314625680447,0.026475166021332222,4.6431325847335,0.12795671476432094,4.768057903250627,0.12648224096279018,99.93971593336431
30k_methods,19241.227500140667,0.11817444810122621,3363.8637218624353,0.05652740172765764,3308.29714871943,0.08626197145814363,5.719978302060221,0.13099827224093225,5.81605177382223,0.14630901511484173,99.9760712983186
cfunc_itself,281.04532548447247,0.4906564627268918,48.74254608890648,13.017187816861274,43.234947396541486,13.84383466212438,5.76591393013909,13.026431684227926,6.500420201897927,13.85252691448936,90.00539222335459
fib,501.5099271386862,2.367794454218773,115.26771532408745,0.05054144791146899,103.322148217001,3.3176499143491225,4.350827339022359,2.3683338057347756,4.853847270823255,4.075935663330558,99.98716530898473
getivar,246.76139885559678,0.17295684387387486,47.22043461077018,76.59019577113702,44.2493198914857,81.22297535557516,5.225733326887142,76.59039105743577,5.576614498499394,81.22315950319965,53.963961152458026
keyword_args,663.6021810894212,0.08533498841957861,78.25152762234211,9.630188189356335,66.15549526732723,16.79918827368113,8.48037349880377,9.630566266978636,10.030945704629318,16.799405010738745,92.20048232515727
respond_to,733.9647262086792,0.8370401520742212,40.44613100845238,12.485150710720406,35.10098634008876,15.21948667335329,18.146722762068297,12.513178033001319,20.910088368953314,15.24248702858437,89.96393855277043
ruby-xor,1851.6709864139557,2.4528785548199985,536.766084720907,0.03987222757845731,316.3451488403713,0.07285403690532112,3.4496795515251995,2.4532026005260783,5.853325057146094,2.4539602513873873,99.9922944666318
setivar,190.32738974468933,0.3269798111555143,34.594339505296205,69.02710948718928,31.29769046946464,74.8547026235507,5.501691677493979,69.02788393072265,6.081195988898313,74.85541677565566,68.7387483801418
setivar_object,307.71621426736766,0.022301391378160174,130.52123484476178,41.90176748728299,128.29586838682494,45.04454488527854,2.357595027608776,41.90177342202097,2.398488884611407,45.04455040594734,59.9534064526343
setivar_young,307.81999027187175,0.1719524938038453,130.68431793995526,42.20147516991115,127.95846033576541,44.41508606186952,2.35544704310508,42.201825483937924,2.4056243679718112,44.41541891667129,59.953406937704116
str_concat,174.83707267490232,6.242439123240944,81.79623625251685,1.1588640417499962,74.57123223540125,0.24755295813375439,2.13747087500646,6.349095374510474,2.344564618739152,6.247345730344202,99.7565896221023
throw,66.91106939200388,0.30405960344758026,51.067139141287356,0.24807929159999093,44.83289629989763,0.4608119860348371,1.310256860226322,0.39242270241342186,1.492454757872885,0.5520868853016441,99.96496879314108
