bench,No JIT (ms),No JIT RSD,YJIT (ms),YJIT RSD,YJIT spd,YJIT spd RSD,% in YJIT
activerecord,200.60610926034013,1.7546007650395048,138.52830265989684,2.7604805488642326,1.448123635448357,3.270913741653086,99.95816765220252
chunky-png,2457.8821351751685,0.3746646394249315,1480.3223989283044,0.3987301079373123,1.6603694823199184,0.547137360277211,99.99202042670323
erubi-rails,6457.764726815124,0.4994074883131277,4311.371610562007,0.704997650093859,1.4978446095889482,0.8639615304057756,99.89483812848157
hexapdf,8446.446803274253,0.5105850301759368,6044.27251049007,1.2457504878622168,1.3974298459599757,1.34632512828392,93.68331154494442
liquid-c,228.58878532535113,0.4790874794196775,183.50704223227078,0.5895544608548745,1.245667646018832,0.7596705043968613,99.73591153516236
liquid-compile,211.4870461709585,0.09143899336439833,180.58112749373512,0.07650079004982191,1.1711470024922488,0.11922021802421522,99.94501785747906
liquid-render,551.8020054441877,0.08230938450610982,332.0829029520003,0.11820671804152734,1.6616393091575263,0.14404049072369818,99.85679755378715
lobsters,3039.2755709278085,1.3263510947996628,2282.854814299693,2.2364002798259053,1.3313486043395895,2.6001333500960393,99.61489744925429
mail,461.50498725597237,0.11256299881668304,358.7454404274853,0.1049603337466496,1.2864414017528352,0.15390614140706882,99.8990974055508
psych-load,7554.496073567619,0.08467142485508677,5560.280651102464,0.14256373515150847,1.3586537348739316,0.1658121490342009,99.99634896000818
railsbench,7410.735279538979,0.4018749438440469,5045.543044929703,0.6567662081415324,1.4687686168857625,0.7699644944062437,99.54958409030932
ruby-lsp,203.40892436733054,2.456579753403598,162.41821848994329,4.334730384896299,1.2523775119471918,4.982436311140937,92.82282219049429
sequel,231.07954414678213,0.9258957654397486,198.43588877657513,1.1711070821643665,1.1645047958384256,1.4929081573743224,99.89920411618438
binarytrees,985.1372856165058,0.4526614719491659,492.75962470484706,0.8598771602892945,1.9992248476254175,0.9717464375928355,99.99738485767229
erubi,652.1900757805362,0.1144221481166944,602.6280784354651,0.0672264489126582,1.0822430934080325,0.13270954529740878,99.98301780383666
etanni,935.288129412398,0.054669426970067526,868.3714009916448,0.05695393453894321,1.077060032544067,0.07894616459779269,99.97739837415065
fannkuchredux,5684.426325019449,0.8041288527848807,2013.0044173821807,0.14838849089866749,2.82385188821979,0.8177055436477805,90.92009967615186
fluentd,5366.762915315728,0.364174408786412,4777.739471197128,0.6122185668749466,1.1232849651324774,0.7123444206571328,99.97958801951337
graphql,10850.896150059998,0.17214613046787905,9355.00960610807,0.03654095859612634,1.1599021921875137,0.17598162372869464,99.62649718492841
graphql-native,1258.8247753369312,0.19831032362421513,1138.0531423414748,0.123980618643347,1.106121259633778,0.23387641662879988,99.93014207433845
lee,3423.8411889500208,0.8553091575406976,2536.9980843028143,1.123788402480725,1.3495639630689424,1.4122514395542878,99.97593448483741
nbody,288.6857355837352,2.175662633262081,170.27787959945576,0.053839941739159625,1.6953801413478367,2.176328705205022,99.94796288655373
optcarrot,15948.466888442636,0.7605911283126511,10046.279697834203,0.6753406093573203,1.5874997877951613,1.0171449272915971,99.50046606335178
rack,476.1448621128996,0.9469140829880727,407.4544041417539,1.233169815621001,1.1685844042251368,1.5547842534319274,97.94012059870866
ruby-json,10405.18447663635,0.10311560921387208,8592.0983963646,0.05295118181522368,1.211017844143741,0.11591659294154938,99.99091918963191
rubykon,33422.93416292717,0.5152529573426895,21233.95494191597,0.40614389860735073,1.5740324520021505,0.656078102382914,99.94718276224971
tinygql,2484.6847387962043,0.3475852183482784,1431.988350270937,0.13439758468734622,1.7351291568301472,0.37266364832649396,99.9861688316356
30k_ifelse,6205.953044274991,0.0776823583968647,1755.372661284425,0.036959826140889954,3.535404863679504,0.0860266095720606,99.98544230212835
30k_methods,18802.656292955835,0.11324778668562657,3563.5290714385715,0.09470888240900113,5.276414452082844,0.14763073391524945,99.98968402536158
cfunc_itself,276.4996616563198,0.27234236427390723,53.095025979238606,0.013434084748893384,5.207637750557606,0.27267350075014996,98.97991889203858
fib,537.5750554968753,4.1125572003537325,145.3164584859873,0.006356070459902817,3.6993404676780846,4.1125621120918066,99.99942932134911
getivar,249.45456964966164,0.8807024452694324,66.57981453956721,0.010690470643175486,3.7466996772935617,0.8807673264069974,97.87931758510076
keyword_args,641.8904688647831,0.9607020472986489,96.39035212102084,0.007961773669919481,6.6592812946556235,0.9607350381472441,99.46477201617736
respond_to,813.9876673286028,1.0330461034782956,78.89700216023267,1.1123000583031022,10.317092475522296,1.5180236070670226,99.46706845169514
setivar,191.73458908211347,0.6335372743659364,38.29605128374744,0.016826310860125097,5.006641224221575,0.6337606825515302,98.73465877389035
setivar_object,303.28975622404664,0.05529162730527149,115.42200883909399,0.007415794143617914,2.6276596575862134,0.05578671932320059,95.6937333142839
setivar_young,310.4488161721328,0.9639289631406627,115.88994367638836,0.15152662418332224,2.6788244633117744,0.9757660394878616,95.6850406662343
str_concat,171.3036871619389,1.3926994123033338,99.25330594657052,0.17207072830505626,1.7259242453259356,1.4032889896844072,99.97287231084584
throw,64.33665434264445,0.19957548178503945,45.730709357719334,0.20691940544544565,1.4068588754961973,0.28748219645680206,99.98678870099154
