bench,CRuby 3.2.0dev mem (MiB),MJIT3.0 mem (MiB),MJIT mem (MiB),YJIT 3.2.0dev mem (MiB),Inline Code,Outlined Code,YJIT Mem overhead
activerecord,64.17578125,60.09765625,71.52734375,325.10546875,1,1
hexapdf,298.09765625,350.42578125,,661.71875,2,1
liquid-render,31.3828125,30.2890625,36.24609375,289.8515625,1,1
mail,48.43359375,48.15234375,52.7578125,307.40234375,1,1
psych-load,40.28515625,35.53515625,46.68359375,294.08203125,1,1
railsbench,103.33203125,107.15625,133.23046875,370.734375,3,2
binarytrees,29.66015625,34.37890625,32.43359375,286.484375,1,1
discourse,390.6171875,388.96484375,399.2578125,684.56640625,22,11
erubi,72.92578125,75.3828125,98.94140625,345.609375,1,1
erubi_rails,103.98046875,103.19921875,108.7265625,368.5703125,2,2
fannkuchredux,24.05078125,25.59375,27.07421875,280.8515625,1,1
lee,35.6171875,35.2890625,40.2578125,294.14453125,1,1
nbody,24.109375,24.59765625,25.9375,280.984375,1,1
optcarrot,74.8046875,78.41796875,83.0859375,334.8984375,1,1
rubykon,61.96875,79.3125,73.78125,318.8515625,1,1
30k_ifelse,66.35546875,114.07421875,167.87890625,348.51171875,6,5
30k_methods,55.73828125,177.73046875,182.71484375,320.35546875,3,2
cfunc_itself,23.9765625,25.0546875,26.18359375,280.94921875,1,1
fib,23.94140625,24.9140625,26.03515625,280.91015625,1,1
getivar,24.2109375,24.89453125,26.09765625,280.9296875,1,1
keyword_args,23.9921875,25.515625,26.90234375,281.01171875,1,1
respond_to,23.7578125,25.16015625,26.640625,280.79296875,1,1
setivar,24.05859375,24.76171875,25.83984375,280.859375,1,1
